region	sub-table	lower_frequency	upper_frequency	Category	service	footnotes
itu3		470000000	585000000	p	Broadcasting	
itu3		585000000	610000000		-	5.149,5.305,5.306,5.307
itu3		585000000	610000000	p	Fixed	
itu3		585000000	610000000	p	Mobile	
itu3		585000000	610000000	p	Broadcasting	
itu3		585000000	610000000	p	Radionavigation	
itu3		610000000	890000000		-	5.149,5.305,5.306,5.307,5.311A,5.320
itu3		610000000	890000000	p	Fixed	
itu3		610000000	890000000	p	Mobile	5.313A,5.317A
itu3		610000000	890000000	p	Broadcasting	
itu3		890000000	942000000		-	5.327
itu3		890000000	942000000	p	Fixed	
itu3		890000000	942000000	p	Mobile	5.317A
itu3		890000000	942000000	p	Broadcasting	
itu3		890000000	942000000	s	Radiolocation	
itu3		942000000	960000000		-	5.32
itu3		942000000	960000000	p	Fixed	
itu3		942000000	960000000	p	Mobile	5.317A
itu3		942000000	960000000	p	Broadcasting	
itu3		960000000	1164000000	p	Aeronautical Radionavigation	5.328
itu3		960000000	1164000000	p	Aeronautical Mobile (R) 	5.327A
itu3		1164000000	1215000000		-	5.328A
itu3		1164000000	1215000000	p	Aeronautical Radionavigation	5.328
itu3		1164000000	1215000000	p	Radionavigation-Satellite (space-to-Earth) 	5.328B
itu3		1215000000	1240000000		-	5.330,5.331,5.332
itu3		1215000000	1240000000	p	Earth Exploration-Satellite (active)	
itu3		1215000000	1240000000	p	Radiolocation	
itu3		1215000000	1240000000	p	Radionavigation-Satellite (space-to-Earth) 	5.328B,5.329,5.329A
itu3		1215000000	1240000000	p	Space Research (active)	
itu3		1240000000	1300000000		-	5.282,5.330,5.331,5.332,5.335,5.335A
itu3		1240000000	1300000000	p	Earth Exploration-Satellite (active)	
itu3		1240000000	1300000000	p	Radiolocation	
itu3		1240000000	1300000000	p	Radionavigation-Satellite (space-to-Earth) 	5.328B,5.329,5.329A
itu3		1240000000	1300000000	p	Space Research (active)	
itu3		1240000000	1300000000	s	Amateur	
itu3		1300000000	1350000000		-	5.149,5.337A
itu3		1300000000	1350000000	p	Aeronautical Radionavigation	5.337
itu3		1300000000	1350000000	p	Radiolocation	
itu3		1300000000	1350000000	p	Radionavigation-Satellite (Earth-to-space)	
itu3		1350000000	1400000000		-	5.149,5.334,5.339
itu3		1350000000	1400000000	p	Radiolocation	5.388A
itu3		1400000000	1427000000		-	5.340,5.341
itu3		1400000000	1427000000	p	Earth Exploration-Satellite (passive)	
itu3		1400000000	1427000000	p	Radio Astronomy	
itu3		1400000000	1427000000	p	Space Research (passive)	
itu3		1427000000	1429000000		-	5.338A,5.341
itu3		1427000000	1429000000	p	Space Operation (Earth-to-space)	
itu3		1427000000	1429000000	p	Fixed	
itu3		1427000000	1429000000	p	Mobile except aeronautical mobile	
itu3		1429000000	1452000000		-	5.338A,5.341
itu3		1429000000	1452000000	p	Fixed	
itu3		1429000000	1452000000	p	Mobile	5.343
itu3		1452000000	1492000000		-	5.341,5.344
itu3		1452000000	1492000000	p	Fixed	
itu3		1452000000	1492000000	p	Mobile	5.343
itu3		1452000000	1492000000	p	Broadcasting	5.345
itu3		1452000000	1492000000	p	Broadcasting-Satellite	5.208B,5.345
itu3		1492000000	1518000000		-	5.341
itu3		1492000000	1518000000	p	Fixed	
itu3		1492000000	1518000000	p	Mobile	
itu3		1518000000	1525000000		-	5.341
itu3		1518000000	1525000000	p	Fixed	
itu3		1518000000	1525000000	p	Mobile	
itu3		1518000000	1525000000	p	Mobile-Satellite (space-to-Earth) 	5.348,5.348A,5.348B,5.351A
itu3		1525000000	1530000000		-	5.341,5.351,5.352A,5.354
itu3		1525000000	1530000000	p	Space Operation (space-to-Earth)	
itu3		1525000000	1530000000	p	Fixed	
itu3		1525000000	1530000000	p	Mobile-Satellite (space-to-Earth) 	5.208B,5.351A
itu3		1525000000	1530000000	s	Earth Exploration-Satellite	
itu3		1525000000	1530000000	s	Mobile	5.349
itu3		1530000000	1535000000		-	5.341,5.351,5.354
itu3		1530000000	1535000000	p	Space Operation (space-to-Earth)	
itu3		1530000000	1535000000	p	Mobile-Satellite (space-to-Earth) 	5.208B,5.351A,5.353A
itu3		1530000000	1535000000	s	Earth Exploration-Satellite	
itu3		1530000000	1535000000	s	Fixed	
itu3		1530000000	1535000000	s	Mobile	5.343
itu3		1535000000	1559000000		-	5.341,5.351,5.353A,5.354,5.355,5.356,5.357,5.357A,5.359,5.362A
itu3		1535000000	1559000000	p	Mobile-Satellite (space-to-Earth) 	5.208B,5.351A
itu3		1559000000	1610000000		-	5.341,5.362B,5.362C
itu3		1559000000	1610000000	p	Aeronautical Radionavigation	
itu3		1559000000	1610000000	p	Radionavigation-Satellite (space-to-Earth) 	5.208B,5.328B,5.329A
itu3		1610000000	1610600000		-	5.341,5.355,5.359,5.364,5.366,5.367,5.368,5.369,5.372
itu3		1610000000	1610600000	p	Mobile-Satellite (Earth-to-space) 	5.351A
itu3		1610000000	1610600000	p	Aeronautical Radionavigation	
itu3		1610000000	1610600000	s	Radiodetermination-Satellite (Earth-to-space)	
itu3		1610600000	1613800000		-	5.149,5.341,5.355,5.359,5.364,5.366,5.367,5.368,5.369,5.372
itu3		1610600000	1613800000	p	Mobile-Satellite (Earth-to-space) 	5.351A
itu3		1610600000	1613800000	p	Radio Astronomy	
itu3		1610600000	1613800000	p	Aeronautical Radionavigation	
itu3		1610600000	1613800000	s	Radiodetermination-Satellite (Earth-to-space)	
itu3		1613800000	1626500000		-	5.341,5.355,5.359,5.364,5.365,5.366,5.367,5.368,5.369,5.372
itu3		1613800000	1626500000	p	Mobile-Satellite (Earth-to-space) 	5.351A
itu3		1613800000	1626500000	p	Aeronautical Radionavigation	
itu3		1613800000	1626500000	s	Mobile-Satellite (space-to-Earth) 	5.208B
itu3		1613800000	1626500000	s	Radiodetermination-Satellite (Earth-to-space)	
itu3		1626500000	1660000000		-	5.341,5.351,5.353A,5.354,5.355,5.357A,5.359,5.362A,5.374,5.375,5.376
itu3		1626500000	1660000000	p	Mobile-Satellite (Earth-to-space) 	5.351A
itu3		1660000000	1660500000		-	5.149,5.341,5.351,5.354,5.362A,5.376A
itu3		1660000000	1660500000	p	Mobile-Satellite (Earth-to-space) 	5.351A
itu3		1660000000	1660500000	p	Radio Astronomy	
itu3		1660500000	1668000000		-	5.149,5.341,5.379,5.379A
itu3		1660500000	1668000000	p	Radio Astronomy	
itu3		1660500000	1668000000	p	Space Research (passive)	
itu3		1660500000	1668000000	s	Fixed	
itu3		1660500000	1668000000	s	Mobile except aeronautical mobile	
itu3		1668000000	1668400000		-	5.149,5.341,5.379,5.379A
itu3		1668000000	1668400000	p	Mobile-Satellite (Earth-to-space) 	5.351A,5.379B,5.379C
itu3		1668000000	1668400000	p	Radio Astronomy	
itu3		1668000000	1668400000	p	Space Research (passive)	
itu3		1668000000	1668400000	s	Fixed	
itu3		1668000000	1668400000	s	Mobile except aeronautical mobile	
itu3		1668400000	1670000000		-	5.149,5.341,5.379D,5.379E
itu3		1668400000	1670000000	p	Meteorological Aids	
itu3		1668400000	1670000000	p	Fixed	
itu3		1668400000	1670000000	p	Mobile except aeronautical mobile	
itu3		1668400000	1670000000	p	Mobile-Satellite (Earth-to-space) 	5.351A,5.379B,5.379C
itu3		1668400000	1670000000	p	Radio Astronomy	
itu3		1670000000	1675000000		-	5.341,5.379D,5.379E,5.380A
itu3		1670000000	1675000000	p	Meteorological Aids	
itu3		1670000000	1675000000	p	Fixed	
itu3		1670000000	1675000000	p	Meteorological-Satellite (Earth-to-space)	
itu3		1670000000	1675000000	p	Mobile	
itu3		1670000000	1675000000	p	Mobile-Satellite (Earth-to-space) 	5.351A,5.379B
itu3		1675000000	1690000000		-	5.341
itu3		1675000000	1690000000	p	Meteorological Aids	
itu3		1675000000	1690000000	p	Fixed	
itu3		1675000000	1690000000	p	Meteorological-Satellite (space-to-Earth)	
itu3		1675000000	1690000000	s	Mobile except aeronautical mobile	
itu3		1690000000	1700000000		-	5.289,5.341,5.381
itu3		1690000000	1700000000	p	Meteorological Aids	
itu3		1690000000	1700000000	p	Meteorological-Satellite (space-to-Earth)	
itu3		1700000000	1710000000		-	5.289,5.341,5.384
itu3		1700000000	1710000000	p	Fixed	
itu3		1700000000	1710000000	p	Meteorological-Satellite (space-to-Earth)	
itu3		1700000000	1710000000	p	Mobile except aeronautical mobile	
itu3		1710000000	1930000000		-	5.149,5.341,5.385,5.386,5.387,5.388
itu3		1710000000	1930000000	p	Fixed	
itu3		1710000000	1930000000	p	Mobile	5.384A,5.388A,5.388B
itu3		1930000000	1970000000		-	5.388
itu3		1930000000	1970000000	p	Fixed	
itu3		1930000000	1970000000	p	Mobile	5.388A,5.388B
itu3		1970000000	1980000000		-	5.388
itu3		1970000000	1980000000	p	Fixed	
itu3		1970000000	1980000000	p	Mobile	5.388A,5.388B
itu3		1980000000	2010000000		-	5.388,5.389A,5.389B,5.389F
itu3		1980000000	2010000000	p	Fixed	
itu3		1980000000	2010000000	p	Mobile	
itu3		1980000000	2010000000	p	Mobile-Satellite (Earth-to-space) 	5.351A
itu3		2010000000	2025000000		-	5.388
itu3		2010000000	2025000000	p	Fixed	
itu3		2010000000	2025000000	p	Mobile	5.388A,5.388B
itu3		2025000000	2110000000		-	5.392
itu3		2025000000	2110000000	p	Space Operation (Earth-to-space)	
itu3		2025000000	2110000000	p	Earth Exploration-Satellite (Earth-to-space)	
itu3		2025000000	2110000000	p	Fixed	
itu3		2025000000	2110000000	p	Mobile	5.391
itu3		2025000000	2110000000	p	Space Research (Earth-to-space)	
itu3		2110000000	2120000000		-	5.388
itu3		2110000000	2120000000	p	Fixed	
itu3		2110000000	2120000000	p	Mobile	5.388A,5.388B
itu3		2110000000	2120000000	p	Space Research (deep space)	
itu3		2120000000	2170000000		-	5.388
itu3		2120000000	2170000000	p	Fixed	
itu3		2120000000	2170000000	p	Mobile	5.388A,5.388B
itu3		2170000000	2200000000		-	5.388,5.389A,5.389F
itu3		2170000000	2200000000	p	Fixed	
itu3		2170000000	2200000000	p	Mobile	
itu3		2170000000	2200000000	p	Mobile-Satellite (space-to-Earth) 	5.351A
itu3		2200000000	2290000000		-	5.392
itu3		2200000000	2290000000	p	Space Operation (space-to-Earth)	
itu3		2200000000	2290000000	p	Earth Exploration-Satellite (space-to-Earth)	
itu3		2200000000	2290000000	p	Fixed	
itu3		2200000000	2290000000	p	Mobile	5.391
itu3		2200000000	2290000000	p	Space Research (space-to-Earth)	
itu3		2290000000	2300000000	p	Fixed	
itu3		2290000000	2300000000	p	Mobile except aeronautical mobile	
itu3		2290000000	2300000000	p	Space Research (deep space)	
itu3		2300000000	2450000000		-	5.150,5.282,5.393,5.394,5.396
itu3		2300000000	2450000000	p	Fixed	
itu3		2300000000	2450000000	p	Mobile	5.384A
itu3		2300000000	2450000000	p	Radiolocation	
itu3		2300000000	2450000000	s	Amateur	
itu3		2450000000	2483500000		-	5.15
itu3		2450000000	2483500000	p	Fixed	
itu3		2450000000	2483500000	p	Mobile	
itu3		2450000000	2483500000	p	Radiolocation	
itu3		2483500000	2500000000		-	5.150,5.400,5.402
itu3		2483500000	2500000000	p	Fixed	
itu3		2483500000	2500000000	p	Mobile	
itu3		2483500000	2500000000	p	Mobile-Satellite (space-to-Earth) 	5.351A
itu3		2483500000	2500000000	p	Radiolocation	
itu3		2483500000	2500000000	s	Radiodetermination-Satellite (space-to-Earth) 	5.398
itu3		2500000000	2520000000		-	5.404,5.415A
itu3		2500000000	2520000000	p	Fixed	5.41
itu3		2500000000	2520000000	p	Fixed-Satellite (space-to-Earth) 	5.415
itu3		2500000000	2520000000	p	Mobile except aeronautical mobile	5.384A
itu3		2500000000	2520000000	p	Mobile-Satellite (space-to-Earth) 	5.351A,5.407,5.414,5.414A
itu3		2520000000	2535000000		-	5.403,5.414A,5.415A
itu3		2520000000	2535000000	p	Fixed	5.41
itu3		2520000000	2535000000	p	Fixed-Satellite (space-to-Earth) 	5.415
itu3		2520000000	2535000000	p	Mobile except aeronautical mobile	5.384A
itu3		2520000000	2535000000	p	Broadcasting-Satellite	5.413,5.416
itu3		2535000000	2655000000		-	5.339,5.417A,5.417B,5.417C,5.417D,5.418,5.418A,5.418B,5.418C
itu3		2535000000	2655000000	p	Fixed	5.41
itu3		2535000000	2655000000	p	Mobile except aeronautical mobile	5.384A
itu3		2535000000	2655000000	p	Broadcasting-Satellite	5.413,5.416
itu3		2655000000	2670000000		-	5.149,5.208B,5.420
itu3		2655000000	2670000000	p	Fixed	5.41
itu3		2655000000	2670000000	p	Fixed-Satellite (Earth-to-space) 	5.415
itu3		2655000000	2670000000	p	Mobile except aeronautical mobile	5.384A
itu3		2655000000	2670000000	p	Broadcasting-Satellite	5.413,5.416
itu3		2655000000	2670000000	s	Earth Exploration-Satellite (passive)	
itu3		2655000000	2670000000	s	Radio Astronomy	
itu3		2655000000	2670000000	s	Space Research (passive)	
itu3		2670000000	2690000000		-	5.149,5.419,5.420
itu3		2670000000	2690000000	p	Fixed	
itu3		2670000000	2690000000	p	Fixed-Satellite (Earth-to-space) 	5.415
itu3		2670000000	2690000000	p	Mobile except aeronautical mobile	5.384A
itu3		2670000000	2690000000	p	Mobile-Satellite (Earth-to-space) 	5.351A
itu3		2670000000	2690000000	s	Earth Exploration-Satellite (passive)	
itu3		2670000000	2690000000	s	Radio Astronomy	
itu3		2670000000	2690000000	s	Space Research (passive)	
itu3		2690000000	2700000000		-	5.340,5.422
itu3		2690000000	2700000000	p	Earth Exploration-Satellite (passive)	
itu3		2690000000	2700000000	p	Radio Astronomy	
itu3		2690000000	2700000000	p	Space Research (passive)	
itu3		2700000000	2900000000		-	5.423,5.424
itu3		2700000000	2900000000	p	Aeronautical Radionavigation	5.337
itu3		2700000000	2900000000	s	Radiolocation	
itu3		2900000000	3100000000		-	5.425,5.427
itu3		2900000000	3100000000	p	Radiolocation	5.424A
itu3		2900000000	3100000000	p	Radionavigation	5.426
itu3		3100000000	3300000000		-	5.149,5.428
itu3		3100000000	3300000000	p	Radiolocation	
itu3		3100000000	3300000000	s	Earth Exploration-Satellite (active)	
itu3		3100000000	3300000000	s	Space Research (active)	
itu3		3300000000	3400000000		-	5.149,5.429
itu3		3300000000	3400000000	p	Radiolocation	
itu3		3300000000	3400000000	s	Amateur	
itu3		3400000000	3500000000		-	5.282,5.432,5.432A
itu3		3400000000	3500000000	p	Fixed	
itu3		3400000000	3500000000	p	Fixed-Satellite (space-to-Earth)	
itu3		3400000000	3500000000	s	Amateur	
itu3		3400000000	3500000000	s	Mobile	5.432B
itu3		3400000000	3500000000	s	Radiolocation	5.433
itu3		3600000000	3700000000		-	5.435
itu3		3600000000	3700000000	p	Fixed	
itu3		3600000000	3700000000	p	Fixed-Satellite (space-to-Earth)	
itu3		3600000000	3700000000	p	Mobile except aeronautical mobile	
itu3		3600000000	3700000000	s	Radiolocation	5.433
itu3		3700000000	4200000000	p	Fixed	
itu3		3700000000	4200000000	p	Fixed-Satellite (space-to-Earth)	
itu3		3700000000	4200000000	p	Mobile except aeronautical mobile	
itu3		4200000000	4400000000		-	5.439,5.440
itu3		4200000000	4400000000	p	Aeronautical Radionavigation	5.438
itu3		4400000000	4500000000	p	Fixed	
itu3		4400000000	4500000000	p	Mobile	5.440A
itu3		4500000000	4800000000	p	Fixed	
itu3		4500000000	4800000000	p	Fixed-Satellite (space-to-Earth) 	5.441
itu3		4500000000	4800000000	p	Mobile	5.440A
itu3		4800000000	4990000000		-	5.149,5.339,5.443
itu3		4800000000	4990000000	p	Fixed	
itu3		4800000000	4990000000	p	Mobile	5.440A,5.442
itu3		4800000000	4990000000	s	Radio Astronomy	
itu3		4990000000	5000000000		-	5.149
itu3		4990000000	5000000000	p	Fixed	
itu3		4990000000	5000000000	p	Mobile except aeronautical mobile	
itu3		4990000000	5000000000	p	Radio Astronomy	
itu3		4990000000	5000000000	s	Space Research (passive)	
itu3		5000000000	5010000000		-	5.367
itu3		5000000000	5010000000	p	Aeronautical Radionavigation	
itu3		5000000000	5010000000	p	Radionavigation-Satellite (Earth-to-space)	
itu3		5010000000	5030000000		-	5.367
itu3		5010000000	5030000000	p	Aeronautical Radionavigation	
itu3		5010000000	5030000000	p	Radionavigation-Satellite (space-to-Earth) 	5.328B,5.443B
itu3		5030000000	5091000000		-	5.367,5.444
itu3		5030000000	5091000000	p	Aeronautical Radionavigation	
itu3		5091000000	5150000000		-	5.367,5.444,5.444A
itu3		5091000000	5150000000	p	Aeronautical Radionavigation	
itu3		5091000000	5150000000	p	Aeronautical Mobile	5.444B
itu3		5150000000	5250000000		-	5.446,5.446C,5.447,5.447B,5.447C
itu3		5150000000	5250000000	p	Aeronautical Radionavigation	
itu3		5150000000	5250000000	p	Fixed-Satellite (Earth-to-space) 	5.447A
itu3		5150000000	5250000000	p	Mobile except aeronautical mobile	5.446A,5.446B
itu3		5250000000	5255000000		-	5.447E,5.448,5.448A
itu3		5250000000	5255000000	p	Earth Exploration-Satellite (active)	
itu3		5250000000	5255000000	p	Radiolocation	
itu3		5250000000	5255000000	p	Space Research	5.447D
itu3		5250000000	5255000000	p	Mobile except aeronautical mobile	5.446A,5.447F
itu3		5255000000	5350000000		-	5.447E,5.448,5.448A
itu3		5255000000	5350000000	p	Earth Exploration-Satellite (active)	
itu3		5255000000	5350000000	p	Radiolocation	
itu3		5255000000	5350000000	p	Space Research (active)	
itu3		5255000000	5350000000	p	Mobile except aeronautical mobile	5.446A,5.447F
itu3		5350000000	5460000000	p	Earth Exploration-Satellite (active) 	5.448B
itu3		5350000000	5460000000	p	Space Research (active) 	5.448C
itu3		5350000000	5460000000	p	Aeronautical Radionavigation	5.449
itu3		5350000000	5460000000	p	Radiolocation	5.448D
itu3		5460000000	5470000000		-	5.448B
itu3		5460000000	5470000000	p	Radionavigation	5.449
itu3		5460000000	5470000000	p	Earth Exploration-Satellite (active)	
itu3		5460000000	5470000000	p	Space Research (active)	
itu3		5460000000	5470000000	p	Radiolocation	5.448D
itu3		5470000000	5570000000		-	5.448B,5.450,5.451
itu3		5470000000	5570000000	p	Maritime Radionavigation	
itu3		5470000000	5570000000	p	Mobile except aeronautical mobile	5.446A,5.450A
itu3		5470000000	5570000000	p	Earth Exploration-Satellite (active)	
itu3		5470000000	5570000000	p	Space Research (active)	
itu3		5470000000	5570000000	p	Radiolocation	5.450B
itu3		5570000000	5650000000		-	5.450,5.451,5.452
itu3		5570000000	5650000000	p	Maritime Radionavigation	
itu3		5570000000	5650000000	p	Mobile except aeronautical mobile	5.446A,5.450A
itu3		5570000000	5650000000	p	Radiolocation	5.450B
itu3		5650000000	5725000000		-	5.282,5.451,5.453,5.454,5.455
itu3		5650000000	5725000000	p	Mobile except aeronautical mobile	5.446A,5.450A
itu3		5650000000	5725000000	p	Radiolocation	
itu3		5650000000	5725000000	s	Amateur	
itu3		5650000000	5725000000	s	Space Research (deep space)	
itu3		5725000000	5830000000		-	5.150,5.453,5.455
itu3		5725000000	5830000000	p	Radiolocation	
itu3		5725000000	5830000000	s	Amateur	
itu3		5830000000	5850000000		-	5.150,5.453,5.455
itu3		5830000000	5850000000	p	Radiolocation	
itu3		5830000000	5850000000	s	Amateur	
itu3		5830000000	5850000000	s	Amateur-Satellite (space-to-Earth)	
itu3		5850000000	5925000000		-	5.15
itu3		5850000000	5925000000	p	Fixed	
itu3		5850000000	5925000000	p	Fixed-Satellite (Earth-to-space)	
itu3		5850000000	5925000000	p	Mobile	
itu3		5850000000	5925000000	s	Radiolocation	
itu3		5925000000	6700000000		-	5.149,5.440,5.458
itu3		5925000000	6700000000	p	Fixed	
itu3		5925000000	6700000000	p	Fixed-Satellite (Earth-to-space) 	5.457A,5.457B
itu3		5925000000	6700000000	p	Mobile	5.457C
itu3		6700000000	7075000000		-	5.458,5.458A,5.458B,5.458C
itu3		6700000000	7075000000	p	Fixed	
itu3		6700000000	7075000000	p	Fixed-Satellite (Earth-to-space) 	5.441
itu3		6700000000	7075000000	p	Mobile	
itu3		7075000000	7145000000		-	5.458,5.459
itu3		7075000000	7145000000	p	Fixed	
itu3		7075000000	7145000000	p	Mobile	
itu3		7145000000	7235000000		-	5.458,5.459
itu3		7145000000	7235000000	p	Fixed	
itu3		7145000000	7235000000	p	Mobile	
itu3		7145000000	7235000000	p	Space Research (Earth-to-space) 	5.46
itu3		7235000000	7250000000		-	5.458
itu3		7235000000	7250000000	p	Fixed	
itu3		7235000000	7250000000	p	Mobile	
itu3		7250000000	7300000000		-	5.461
itu3		7250000000	7300000000	p	Fixed	
itu3		7250000000	7300000000	p	Fixed-Satellite (space-to-Earth)	
itu3		7250000000	7300000000	p	Mobile	
itu3		7300000000	7450000000		-	5.461
itu3		7300000000	7450000000	p	Fixed	
itu3		7300000000	7450000000	p	Fixed-Satellite (space-to-Earth)	
itu3		7300000000	7450000000	p	Mobile except aeronautical mobile	
itu3		7450000000	7550000000		-	5.461A
itu3		7450000000	7550000000	p	Fixed	
itu3		7450000000	7550000000	p	Fixed-Satellite (space-to-Earth)	
itu3		7450000000	7550000000	p	Meteorological-Satellite (space-to-Earth)	
itu3		7450000000	7550000000	p	Mobile except aeronautical mobile	
itu3		7550000000	7750000000	p	Fixed	
itu3		7550000000	7750000000	p	Fixed-Satellite (space-to-Earth)	
itu3		7550000000	7750000000	p	Mobile except aeronautical mobile	
itu3		7750000000	7850000000	p	Fixed	
itu3		7750000000	7850000000	p	Meteorological-Satellite (space-to-Earth) 	5.461B
itu3		7750000000	7850000000	p	Mobile except aeronautical mobile	
itu3		7850000000	7900000000	p	Fixed	
itu3		7850000000	7900000000	p	Mobile except aeronautical mobile	
itu3		7900000000	8025000000		-	5.461
itu3		7900000000	8025000000	p	Fixed	
itu3		7900000000	8025000000	p	Fixed-Satellite (Earth-to-space)	
itu3		7900000000	8025000000	p	Mobile	
itu3		8025000000	8175000000		-	5.462A
itu3		8025000000	8175000000	p	Earth Exploration-Satellite (space-to-Earth)	
itu3		8025000000	8175000000	p	Fixed	
itu3		8025000000	8175000000	p	Fixed-Satellite (Earth-to-space)	
itu3		8025000000	8175000000	p	Mobile	5.463
itu3		8175000000	8215000000		-	5.462A
itu3		8175000000	8215000000	p	Earth Exploration-Satellite (space-to-Earth)	
itu3		8175000000	8215000000	p	Fixed	
itu3		8175000000	8215000000	p	Fixed-Satellite (Earth-to-space)	
itu3		8175000000	8215000000	p	Meteorological-Satellite (Earth-to-space)	
itu3		8175000000	8215000000	p	Mobile	5.463
itu3		8215000000	8400000000		-	5.462A
itu3		8215000000	8400000000	p	Earth Exploration-Satellite (space-to-Earth)	
itu3		8215000000	8400000000	p	Fixed	
itu3		8215000000	8400000000	p	Fixed-Satellite (Earth-to-space)	
itu3		8215000000	8400000000	p	Mobile	5.463
itu3		8400000000	8500000000	p	Fixed	
itu3		8400000000	8500000000	p	Mobile except aeronautical mobile	
itu3		8400000000	8500000000	p	Space Research (space-to-Earth) 	5.465,5.466
itu3		8500000000	8550000000		-	5.468,5.469
itu3		8500000000	8550000000	p	Radiolocation	
itu3		8550000000	8650000000		-	5.468,5.469,5.469A
itu3		8550000000	8650000000	p	Earth Exploration-Satellite (active)	
itu3		8550000000	8650000000	p	Radiolocation	
itu3		8550000000	8650000000	p	Space Research (active)	
itu3		8650000000	8750000000		-	5.468,5.469
itu3		8650000000	8750000000	p	Radiolocation	
itu3		8750000000	8850000000		-	5.471
itu3		8750000000	8850000000	p	Radiolocation	
itu3		8750000000	8850000000	p	Aeronautical Radionavigation	5.47
itu3		8850000000	9000000000		-	5.473
itu3		8850000000	9000000000	p	Radiolocation	
itu3		8850000000	9000000000	p	Maritime Radionavigation	5.472
itu3		9000000000	9200000000		-	5.471,5.473A
itu3		9000000000	9200000000	p	Aeronautical Radionavigation	5.337
itu3		9000000000	9200000000	p	Radiolocation	
itu3		9200000000	9300000000		-	5.473,5.474
itu3		9200000000	9300000000	p	Radiolocation	
itu3		9200000000	9300000000	p	Maritime Radionavigation	5.472
itu3		9300000000	9500000000		-	5.427,5.474,5.475,5.475A,5.475B,5.476A
itu3		9300000000	9500000000	p	Earth Exploration-Satellite (active)	
itu3		9300000000	9500000000	p	Space Research (active)	
itu3		9300000000	9500000000	p	Radiolocation	
itu3		9300000000	9500000000	p	Radionavigation	
itu3		9500000000	9800000000		-	5.476A
itu3		9500000000	9800000000	p	Earth Exploration-Satellite (active)	
itu3		9500000000	9800000000	p	Radiolocation	
itu3		9500000000	9800000000	p	Radionavigation	
itu3		9500000000	9800000000	p	Space Research (active)	
itu3		9800000000	9900000000		-	5.477,5.478,5.478A,5.478B
itu3		9800000000	9900000000	p	Radiolocation	
itu3		9800000000	9900000000	s	Earth Exploration-Satellite (active)	
itu3		9800000000	9900000000	s	Space Research (active)	
itu3		9800000000	9900000000	s	Fixed	
itu3		9900000000	10000000000		-	5.477,5.478,5.479
itu3		9900000000	10000000000	p	Radiolocation	
itu3		9900000000	10000000000	s	Fixed	
itu3		10000000000	10450000000		-	5.479
itu3		10000000000	10450000000	p	Fixed	
itu3		10000000000	10450000000	p	Mobile	
itu3		10000000000	10450000000	p	Radiolocation	
itu3		10000000000	10450000000	s	Amateur	
itu3		10450000000	10500000000		-	5.481
itu3		10450000000	10500000000	p	Radiolocation	
itu3		10450000000	10500000000	s	Amateur	
itu3		10450000000	10500000000	s	Amateur-Satellite	
itu3		10500000000	10550000000	p	Fixed	
itu3		10500000000	10550000000	p	Mobile	
itu3		10500000000	10550000000	p	Radiolocation	
itu3		10550000000	10600000000	p	Fixed	
itu3		10550000000	10600000000	p	Mobile except aeronautical mobile	
itu3		10550000000	10600000000	s	Radiolocation	
itu3		10600000000	10680000000		-	5.149,5.482,5.482A
itu3		10600000000	10680000000	p	Earth Exploration-Satellite (passive)	
itu3		10600000000	10680000000	p	Fixed	
itu3		10600000000	10680000000	p	Mobile except aeronautical mobile	
itu3		10600000000	10680000000	p	Radio Astronomy	
itu3		10600000000	10680000000	p	Space Research (passive)	
itu3		10600000000	10680000000	s	Radiolocation	
itu3		10680000000	10700000000		-	5.340,5.483
itu3		10680000000	10700000000	p	Earth Exploration-Satellite (passive)	
itu3		10680000000	10700000000	p	Radio Astronomy	
itu3		10680000000	10700000000	p	Space Research (passive)	
itu3		10700000000	11700000000	p	Fixed	
itu3		10700000000	11700000000	p	Fixed-Satellite (space-to-Earth) 	5.441,5.484A
itu3		10700000000	11700000000	p	Mobile except aeronautical mobile	
itu3		11700000000	12200000000		-	5.487,5.487A
itu3		11700000000	12200000000	p	Fixed	
itu3		11700000000	12200000000	p	Mobile except aeronautical mobile	
itu3		11700000000	12200000000	p	Broadcasting	
itu3		11700000000	12200000000	p	Broadcasting-Satellite	5.492
itu3		12500000000	12750000000	p	Fixed	
itu3		12500000000	12750000000	p	Fixed-Satellite (space-to-Earth) 	5.484A
itu3		12500000000	12750000000	p	Mobile except aeronautical mobile	
itu3		12500000000	12750000000	p	Broadcasting-Satellite	5.493
itu3		12750000000	13250000000	p	Fixed	
itu3		12750000000	13250000000	p	Fixed-Satellite (Earth-to-space) 	5.441
itu3		12750000000	13250000000	p	Mobile	
itu3		12750000000	13250000000	s	Space Research (deep space)	
itu3		13250000000	13400000000		-	5.498A,5.499
itu3		13250000000	13400000000	p	Earth Exploration-Satellite (active)	
itu3		13250000000	13400000000	p	Aeronautical Radionavigation	5.497
itu3		13250000000	13400000000	p	Space Research (active)	
itu3		13400000000	13750000000		-	5.499,5.500,5.501,5.501B
itu3		13400000000	13750000000	p	Earth Exploration-Satellite (active)	
itu3		13400000000	13750000000	p	Radiolocation	
itu3		13400000000	13750000000	p	Space Research	5.501A
itu3		13400000000	13750000000	s	Standard Frequency And Time Signal-Satellite (Earth-to-space)	
itu3		13750000000	14000000000		-	5.499,5.500,5.501,5.502,5.503
