Region	Sub-table	lower_frequency	upper_frequency	Category	Service	Footnotes
ITU Region 1		322000000	328600000	p	Radio Astronomy	
ITU Region 1		328600000	335400000		-	5.259
ITU Region 1		328600000	335400000	p	Aeronautical Radionavigation	5.258
ITU Region 1		335400000	387000000		-	5.254
ITU Region 1		335400000	387000000	p	Fixed	
ITU Region 1		335400000	387000000	p	Mobile	
ITU Region 1		387000000	390000000	p	Fixed	
ITU Region 1		387000000	390000000	p	Mobile	
ITU Region 1		387000000	390000000	s	Mobile-Satellite (space-to-Earth) 	5.208A,5.208B,5.254,5.255
ITU Region 1		390000000	399900000		-	5.254
ITU Region 1		390000000	399900000	p	Fixed	
ITU Region 1		390000000	399900000	p	Mobile	
ITU Region 1		399900000	400050000		-	5.22
ITU Region 1		399900000	400050000	p	Mobile-Satellite (Earth-to-space) 	5.209,5.224A
ITU Region 1		399900000	400050000	p	Radionavigation-Satellite	5.222,5.224B,5.260
ITU Region 1		400050000	400150000		-	5.261,5.262
ITU Region 1		400050000	400150000	p	Standard Frequency And Time Signal-Satellite (400.1 MHz)	
ITU Region 1		400150000	401000000		-	5.262,5.264
ITU Region 1		400150000	401000000	p	Meteorological Aids	
ITU Region 1		400150000	401000000	p	Meteorological-Satellite (space-to-Earth)	
ITU Region 1		400150000	401000000	p	Mobile-Satellite (space-to-Earth) 	5.208A,5.208B,5.209
ITU Region 1		400150000	401000000	p	Space Research (space-to-Earth) 	5.263
ITU Region 1		400150000	401000000	s	Space Operation (space-to-Earth)	
ITU Region 1		401000000	402000000	p	Meteorological Aids	
ITU Region 1		401000000	402000000	p	Space Operation (space-to-Earth)	
ITU Region 1		401000000	402000000	p	Earth Exploration-Satellite (Earth-to-space)	
ITU Region 1		401000000	402000000	p	Meteorological-Satellite (Earth-to-space)	
ITU Region 1		401000000	402000000	s	Fixed	
ITU Region 1		401000000	402000000	s	Mobile except aeronautical mobile	
ITU Region 1		402000000	403000000	p	Meteorological Aids	
ITU Region 1		402000000	403000000	p	Earth Exploration-Satellite (Earth-to-space)	
ITU Region 1		402000000	403000000	p	Meteorological-Satellite (Earth-to-space)	
ITU Region 1		402000000	403000000	s	Fixed	
ITU Region 1		402000000	403000000	s	Mobile except aeronautical mobile	
ITU Region 1		403000000	406000000	p	Meteorological Aids	
ITU Region 1		403000000	406000000	s	Fixed	
ITU Region 1		403000000	406000000	s	Mobile except aeronautical mobile	
ITU Region 1		406000000	406100000		-	5.266,5.267
ITU Region 1		406000000	406100000	p	Mobile-Satellite (Earth-to-space)	
ITU Region 1		406100000	410000000		-	5.149
ITU Region 1		406100000	410000000	p	Fixed	
ITU Region 1		406100000	410000000	p	Mobile except aeronautical mobile	
ITU Region 1		406100000	410000000	p	Radio Astronomy	
ITU Region 1		410000000	420000000	p	Fixed	
ITU Region 1		410000000	420000000	p	Mobile except aeronautical mobile	
ITU Region 1		410000000	420000000	p	Space Research (space-to-space) 	5.268
ITU Region 1		420000000	430000000		-	5.269,5.270,5.271
ITU Region 1		420000000	430000000	p	Fixed	
ITU Region 1		420000000	430000000	p	Mobile except aeronautical mobile	
ITU Region 1		420000000	430000000	s	Radiolocation	
ITU Region 1		430000000	432000000		-	5.271,5.272,5.273,5.274,5.275,5.276,5.277
ITU Region 1		430000000	432000000	p	Amateur	
ITU Region 1		430000000	432000000	p	Radiolocation	
ITU Region 1		432000000	438000000		-	5.138,5.271,5.272,5.276,5.277,5.280,5.281,5.282
ITU Region 1		432000000	438000000	p	Amateur	
ITU Region 1		432000000	438000000	p	Radiolocation	
ITU Region 1		432000000	438000000	s	Earth Exploration-Satellite (active) 	5.279A
ITU Region 1		438000000	440000000		-	5.271,5.273,5.274,5.275,5.276,5.277,5.283
ITU Region 1		438000000	440000000	p	Amateur	
ITU Region 1		438000000	440000000	p	Radiolocation	
ITU Region 1		440000000	450000000		-	5.269,5.270,5.271,5.284,5.285,5.286
ITU Region 1		440000000	450000000	p	Fixed	
ITU Region 1		440000000	450000000	p	Mobile except aeronautical mobile	
ITU Region 1		440000000	450000000	s	Radiolocation	
ITU Region 1		450000000	455000000		-	5.209,5.271,5.286,5.286A,5.286B,5.286C,5.286D,5.286E
ITU Region 1		450000000	455000000	p	Fixed	
ITU Region 1		450000000	455000000	p	Mobile	5.286AA
ITU Region 1		455000000	456000000		-	5.209,5.271,5.286A,5.286B,5.286C,5.286E
ITU Region 1		455000000	456000000	p	Fixed	
ITU Region 1		455000000	456000000	p	Mobile	5.286AA
ITU Region 1		456000000	459000000		-	5.271,5.287,5.288
ITU Region 1		456000000	459000000	p	Fixed	
ITU Region 1		456000000	459000000	p	Mobile	5.286AA
ITU Region 1		459000000	460000000		-	5.209,5.271,5.286A,5.286B,5.286C,5.286E
ITU Region 1		459000000	460000000	p	Fixed	
ITU Region 1		459000000	460000000	p	Mobile	5.286AA
ITU Region 1		460000000	470000000		-	5.287,5.288,5.289,5.290
ITU Region 1		460000000	470000000	p	Fixed	
ITU Region 1		460000000	470000000	p	Mobile	5.286AA
ITU Region 1		460000000	470000000	s	Meteorological-Satellite (space-to-Earth)	
ITU Region 1		470000000	790000000		-	5.149,5.291A,5.294,5.296,5.300,5.302,5.304,5.306,5.311A,5.312
ITU Region 1		470000000	790000000	p	Broadcasting	
ITU Region 1		790000000	862000000		-	5.312,5.314,5.315,5.316,5.316A,5.319
ITU Region 1		790000000	862000000	p	Fixed	
ITU Region 1		790000000	862000000	p	Mobile except aeronautical mobile	5.316B,5.317A
ITU Region 1		790000000	862000000	p	Broadcasting	
ITU Region 1		862000000	890000000		-	5.319,5.323
ITU Region 1		862000000	890000000	p	Fixed	
ITU Region 1		862000000	890000000	p	Mobile except aeronautical mobile	5.317A
ITU Region 1		862000000	890000000	p	Broadcasting	5.322
ITU Region 1		890000000	942000000		-	5.323
ITU Region 1		890000000	942000000	p	Fixed	
ITU Region 1		890000000	942000000	p	Mobile except aeronautical mobile	5.317A
ITU Region 1		890000000	942000000	p	Broadcasting	5.322
ITU Region 1		890000000	942000000	s	Radiolocation	
ITU Region 1		942000000	960000000		-	5.323
ITU Region 1		942000000	960000000	p	Fixed	
ITU Region 1		942000000	960000000	p	Mobile except aeronautical mobile	5.317A
ITU Region 1		942000000	960000000	p	Broadcasting	5.322
ITU Region 1		960000000	1164000000	p	Aeronautical Radionavigation	5.328
ITU Region 1		960000000	1164000000	p	Aeronautical Mobile (R) 	5.327A
ITU Region 1		1164000000	1215000000		-	5.328A
ITU Region 1		1164000000	1215000000	p	Aeronautical Radionavigation	5.328
ITU Region 1		1164000000	1215000000	p	Radionavigation-Satellite (space-to-Earth) 	5.328B
ITU Region 1		1215000000	1240000000		-	5.330,5.331,5.332
ITU Region 1		1215000000	1240000000	p	Earth Exploration-Satellite (active)	
ITU Region 1		1215000000	1240000000	p	Radiolocation	
ITU Region 1		1215000000	1240000000	p	Radionavigation-Satellite (space-to-Earth) 	5.328B,5.329,5.329A
ITU Region 1		1215000000	1240000000	p	Space Research (active)	
ITU Region 1		1240000000	1300000000		-	5.282,5.330,5.331,5.332,5.335,5.335A
ITU Region 1		1240000000	1300000000	p	Earth Exploration-Satellite (active)	
ITU Region 1		1240000000	1300000000	p	Radiolocation	
ITU Region 1		1240000000	1300000000	p	Radionavigation-Satellite (space-to-Earth) 	5.328B,5.329,5.329A
ITU Region 1		1240000000	1300000000	p	Space Research (active)	
ITU Region 1		1240000000	1300000000	s	Amateur	
ITU Region 1		1300000000	1350000000		-	5.149,5.337A
ITU Region 1		1300000000	1350000000	p	Aeronautical Radionavigation	5.337
ITU Region 1		1300000000	1350000000	p	Radiolocation	
ITU Region 1		1300000000	1350000000	p	Radionavigation-Satellite (Earth-to-space)	
ITU Region 1		1350000000	1400000000		-	5.149,5.338,5.388A,5.339
ITU Region 1		1350000000	1400000000	p	Fixed	
ITU Region 1		1350000000	1400000000	p	Mobile	
ITU Region 1		1350000000	1400000000	p	Radiolocation	
ITU Region 1		1400000000	1427000000		-	5.340,5.341
ITU Region 1		1400000000	1427000000	p	Earth Exploration-Satellite (passive)	
ITU Region 1		1400000000	1427000000	p	Radio Astronomy	
ITU Region 1		1400000000	1427000000	p	Space Research (passive)	
ITU Region 1		1427000000	1429000000		-	5.338A,5.341
ITU Region 1		1427000000	1429000000	p	Space Operation (Earth-to-space)	
ITU Region 1		1427000000	1429000000	p	Fixed	
ITU Region 1		1427000000	1429000000	p	Mobile except aeronautical mobile	
ITU Region 1		1429000000	1452000000		-	5.338A,5.341,5.342
ITU Region 1		1429000000	1452000000	p	Fixed	
ITU Region 1		1429000000	1452000000	p	Mobile except aeronautical mobile	
ITU Region 1		1452000000	1492000000		-	5.341,5.342
ITU Region 1		1452000000	1492000000	p	Fixed	
ITU Region 1		1452000000	1492000000	p	Mobile except aeronautical mobile	
ITU Region 1		1452000000	1492000000	p	Broadcasting	5.345
ITU Region 1		1452000000	1492000000	p	Broadcasting-Satellite	5.208B,5.345
ITU Region 1		1492000000	1518000000		-	5.341,5.342
ITU Region 1		1492000000	1518000000	p	Fixed	
ITU Region 1		1492000000	1518000000	p	Mobile except aeronautical mobile	
ITU Region 1		1518000000	1525000000		-	5.341,5.342
ITU Region 1		1518000000	1525000000	p	Fixed	
ITU Region 1		1518000000	1525000000	p	Mobile except aeronautical mobile	
ITU Region 1		1518000000	1525000000	p	Mobile-Satellite (space-to-Earth) 	5.348,5.348A,5.348B,5.351A
ITU Region 1		1525000000	1530000000		-	5.341,5.342,5.350,5.351,5.352A,5.354
ITU Region 1		1525000000	1530000000	p	Space Operation (space-to-Earth)	
ITU Region 1		1525000000	1530000000	p	Fixed	
ITU Region 1		1525000000	1530000000	p	Mobile-Satellite (space-to-Earth) 	5.208B,5.351A
ITU Region 1		1525000000	1530000000	s	Earth Exploration-Satellite	
ITU Region 1		1525000000	1530000000	s	Mobile except aeronautical mobile	5.349
ITU Region 1		1530000000	1535000000		-	5.341,5.342,5.351,5.354
ITU Region 1		1530000000	1535000000	p	Space Operation (space-to-Earth)	
ITU Region 1		1530000000	1535000000	p	Mobile-Satellite (space-to-Earth) 	5.208B,5.351A,5.353A
ITU Region 1		1530000000	1535000000	s	Earth Exploration-Satellite	
ITU Region 1		1530000000	1535000000	s	Fixed	
ITU Region 1		1530000000	1535000000	s	Mobile except aeronautical mobile	
ITU Region 1		1535000000	1559000000		-	5.341,5.351,5.353A,5.354,5.355,5.356,5.357,5.357A,5.359,5.362A
ITU Region 1		1535000000	1559000000	p	Mobile-Satellite (space-to-Earth) 	5.208B,5.351A
ITU Region 1		1559000000	1610000000		-	5.341,5.362B,5.362C
ITU Region 1		1559000000	1610000000	p	Aeronautical Radionavigation	
ITU Region 1		1559000000	1610000000	p	Radionavigation-Satellite (space-to-Earth) 	5.208B,5.328B,5.329A
ITU Region 1		1610000000	1610600000		-	5.341,5.355,5.359,5.364,5.366,5.367,5.368,5.369,5.371,5.372
ITU Region 1		1610000000	1610600000	p	Mobile-Satellite (Earth-to-space) 	5.351A
ITU Region 1		1610000000	1610600000	p	Aeronautical Radionavigation	
ITU Region 1		1610600000	1613800000		-	5.149,5.341,5.355,5.359,5.364,5.366,5.367,5.368,5.369,5.371,5.372
ITU Region 1		1610600000	1613800000	p	Mobile-Satellite (Earth-to-space) 	5.351A
ITU Region 1		1610600000	1613800000	p	Radio Astronomy	
ITU Region 1		1610600000	1613800000	p	Aeronautical Radionavigation	
ITU Region 1		1613800000	1626500000		-	5.341,5.355,5.359,5.364,5.365,5.366,5.367,5.368,5.369,5.371,5.372
ITU Region 1		1613800000	1626500000	p	Mobile-Satellite (Earth-to-space) 	5.351A
ITU Region 1		1613800000	1626500000	p	Aeronautical Radionavigation	
ITU Region 1		1613800000	1626500000	s	Mobile-Satellite (space-to-Earth) 	5.208B
ITU Region 1		1626500000	1660000000		-	5.341,5.351,5.353A,5.354,5.355,5.357A,5.359,5.362A,5.374,5.375,5.376
ITU Region 1		1626500000	1660000000	p	Mobile-Satellite (Earth-to-space) 	5.351A
ITU Region 1		1660000000	1660500000		-	5.149,5.341,5.351,5.354,5.362A,5.376A
ITU Region 1		1660000000	1660500000	p	Mobile-Satellite (Earth-to-space) 	5.351A
ITU Region 1		1660000000	1660500000	p	Radio Astronomy	
ITU Region 1		1660500000	1668000000		-	5.149,5.341,5.379,5.379A
ITU Region 1		1660500000	1668000000	p	Radio Astronomy	
ITU Region 1		1660500000	1668000000	p	Space Research (passive)	
ITU Region 1		1660500000	1668000000	s	Fixed	
ITU Region 1		1660500000	1668000000	s	Mobile except aeronautical mobile	
ITU Region 1		1668000000	1668400000		-	5.149,5.341,5.379,5.379A
ITU Region 1		1668000000	1668400000	p	Mobile-Satellite (Earth-to-space) 	5.351A,5.379B,5.379C
ITU Region 1		1668000000	1668400000	p	Radio Astronomy	
ITU Region 1		1668000000	1668400000	p	Space Research (passive)	
ITU Region 1		1668000000	1668400000	s	Fixed	
ITU Region 1		1668000000	1668400000	s	Mobile except aeronautical mobile	
ITU Region 1		1668400000	1670000000		-	5.149,5.341,5.379D,5.379E
ITU Region 1		1668400000	1670000000	p	Meteorological Aids	
ITU Region 1		1668400000	1670000000	p	Fixed	
ITU Region 1		1668400000	1670000000	p	Mobile except aeronautical mobile	
ITU Region 1		1668400000	1670000000	p	Mobile-Satellite (Earth-to-space) 	5.351A,5.379B,5.379C
ITU Region 1		1668400000	1670000000	p	Radio Astronomy	
ITU Region 1		1670000000	1675000000		-	5.341,5.379D,5.379E,5.380A
ITU Region 1		1670000000	1675000000	p	Meteorological Aids	
ITU Region 1		1670000000	1675000000	p	Fixed	
ITU Region 1		1670000000	1675000000	p	Meteorological-Satellite (Earth-to-space)	
ITU Region 1		1670000000	1675000000	p	Mobile	
ITU Region 1		1670000000	1675000000	p	Mobile-Satellite (Earth-to-space) 	5.351A,5.379B
ITU Region 1		1675000000	1690000000		-	5.341
ITU Region 1		1675000000	1690000000	p	Meteorological Aids	
ITU Region 1		1675000000	1690000000	p	Fixed	
ITU Region 1		1675000000	1690000000	p	Meteorological-Satellite (space-to-Earth)	
ITU Region 1		1675000000	1690000000	s	Mobile except aeronautical mobile	
ITU Region 1		1690000000	1700000000		-	5.289,5.341,5.382
ITU Region 1		1690000000	1700000000	p	Meteorological Aids	
ITU Region 1		1690000000	1700000000	p	Meteorological-Satellite (space-to-Earth)	
ITU Region 1		1690000000	1700000000	s	Fixed	
ITU Region 1		1690000000	1700000000	s	Mobile except aeronautical mobile	
ITU Region 1		1700000000	1710000000		-	5.289,5.341
ITU Region 1		1700000000	1710000000	p	Fixed	
ITU Region 1		1700000000	1710000000	p	Meteorological-Satellite (space-to-Earth)	
ITU Region 1		1700000000	1710000000	p	Mobile except aeronautical mobile	
ITU Region 1		1710000000	1930000000		-	5.149,5.341,5.385,5.386,5.387,5.388
ITU Region 1		1710000000	1930000000	p	Fixed	
ITU Region 1		1710000000	1930000000	p	Mobile	5.384A,5.388A,5.388B
ITU Region 1		1930000000	1970000000		-	5.388
ITU Region 1		1930000000	1970000000	p	Fixed	
ITU Region 1		1930000000	1970000000	p	Mobile	5.388A,5.388B
ITU Region 1		1970000000	1980000000		-	5.388
ITU Region 1		1970000000	1980000000	p	Fixed	
ITU Region 1		1970000000	1980000000	p	Mobile	5.388A,5.388B
ITU Region 1		1980000000	2010000000		-	5.388,5.389A,5.389B,5.389F
ITU Region 1		1980000000	2010000000	p	Fixed	
ITU Region 1		1980000000	2010000000	p	Mobile	
ITU Region 1		1980000000	2010000000	p	Mobile-Satellite (Earth-to-space) 	5.351A
ITU Region 1		2010000000	2025000000		-	5.388
ITU Region 1		2010000000	2025000000	p	Fixed	
ITU Region 1		2010000000	2025000000	p	Mobile	5.388A,5.388B
ITU Region 1		2025000000	2110000000		-	5.392
ITU Region 1		2025000000	2110000000	p	Space Operation (Earth-to-space)	
ITU Region 1		2025000000	2110000000	p	Earth Exploration-Satellite (Earth-to-space)	
ITU Region 1		2025000000	2110000000	p	Fixed	
ITU Region 1		2025000000	2110000000	p	Mobile	5.391
ITU Region 1		2025000000	2110000000	p	Space Research (Earth-to-space)	
ITU Region 1		2110000000	2120000000		-	5.388
ITU Region 1		2110000000	2120000000	p	Fixed	
ITU Region 1		2110000000	2120000000	p	Mobile	5.388A,5.388B
ITU Region 1		2110000000	2120000000	p	Space Research (deep space)	
ITU Region 1		2120000000	2170000000		-	5.388
ITU Region 1		2120000000	2170000000	p	Fixed	
ITU Region 1		2120000000	2170000000	p	Mobile	5.388A,5.388B
ITU Region 1		2170000000	2200000000		-	5.388,5.389A,5.389F
ITU Region 1		2170000000	2200000000	p	Fixed	
ITU Region 1		2170000000	2200000000	p	Mobile	
ITU Region 1		2170000000	2200000000	p	Mobile-Satellite (space-to-Earth) 	5.351A
ITU Region 1		2200000000	2290000000		-	5.392
ITU Region 1		2200000000	2290000000	p	Space Operation (space-to-Earth)	
ITU Region 1		2200000000	2290000000	p	Earth Exploration-Satellite (space-to-Earth)	
ITU Region 1		2200000000	2290000000	p	Fixed	
ITU Region 1		2200000000	2290000000	p	Mobile	5.391
ITU Region 1		2200000000	2290000000	p	Space Research (space-to-Earth)	
ITU Region 1		2290000000	2300000000	p	Fixed	
ITU Region 1		2290000000	2300000000	p	Mobile except aeronautical mobile	
ITU Region 1		2290000000	2300000000	p	Space Research (deep space)	
ITU Region 1		2300000000	2450000000		-	5.150,5.282,5.395
ITU Region 1		2300000000	2450000000	p	Fixed	
ITU Region 1		2300000000	2450000000	p	Mobile	5.384A
ITU Region 1		2300000000	2450000000	s	Amateur	
ITU Region 1		2300000000	2450000000	s	Radiolocation	
ITU Region 1		2450000000	2483500000		-	5.150,5.397
ITU Region 1		2450000000	2483500000	p	Fixed	
ITU Region 1		2450000000	2483500000	p	Mobile	
ITU Region 1		2450000000	2483500000	s	Radiolocation	
ITU Region 1		2483500000	2500000000		-	5.150,5.371,5.397,5.398,5.399,5.400,5.402
ITU Region 1		2483500000	2500000000	p	Fixed	
ITU Region 1		2483500000	2500000000	p	Mobile	
ITU Region 1		2483500000	2500000000	p	Mobile-Satellite (space-to-Earth) 	5.351A
ITU Region 1		2483500000	2500000000	s	Radiolocation	
ITU Region 1		2500000000	2520000000		-	5.405,5.412
ITU Region 1		2500000000	2520000000	p	Fixed	5.41
ITU Region 1		2500000000	2520000000	p	Mobile except aeronautical mobile	5.384A
ITU Region 1		2520000000	2655000000		-	5.339,5.405,5.412,5.417C,5.417D,5.418B,5.418C
ITU Region 1		2520000000	2655000000	p	Fixed	5.41
ITU Region 1		2520000000	2655000000	p	Mobile except aeronautical mobile	5.384A
ITU Region 1		2520000000	2655000000	p	Broadcasting-Satellite	5.413,5.416
ITU Region 1		2655000000	2670000000		-	5.149,5.412
ITU Region 1		2655000000	2670000000	p	Fixed	5.41
ITU Region 1		2655000000	2670000000	p	Mobile except aeronautical mobile	5.384A
ITU Region 1		2655000000	2670000000	p	Broadcasting-Satellite	5.347A,5.413,5.416
ITU Region 1		2655000000	2670000000	s	Earth Exploration-Satellite (passive)	
ITU Region 1		2655000000	2670000000	s	Radio Astronomy	
ITU Region 1		2655000000	2670000000	s	Space Research (passive)	
ITU Region 1		2670000000	2690000000		-	5.149,5.412,5.419,5.420
ITU Region 1		2670000000	2690000000	p	Fixed	5.41
ITU Region 1		2670000000	2690000000	p	Mobile except aeronautical mobile	5.384A
ITU Region 1		2670000000	2690000000	p	Mobile-Satellite (Earth-to-space) 	5.351A
ITU Region 1		2670000000	2690000000	s	Earth Exploration-Satellite (passive)	
ITU Region 1		2670000000	2690000000	s	Radio Astronomy	
ITU Region 1		2670000000	2690000000	s	Space Research (passive)	
ITU Region 1		2690000000	2700000000		-	5.340,5.422
ITU Region 1		2690000000	2700000000	p	Earth Exploration-Satellite (passive)	
ITU Region 1		2690000000	2700000000	p	Radio Astronomy	
ITU Region 1		2690000000	2700000000	p	Space Research (passive)	
ITU Region 1		2700000000	2900000000		-	5.423,5.424
ITU Region 1		2700000000	2900000000	p	Aeronautical Radionavigation	5.337
ITU Region 1		2700000000	2900000000	s	Radiolocation	
ITU Region 1		2900000000	3100000000		-	5.425,5.427
ITU Region 1		2900000000	3100000000	p	Radiolocation	5.424A
ITU Region 1		2900000000	3100000000	p	Radionavigation	5.426
ITU Region 1		3100000000	3300000000		-	5.149,5.428
ITU Region 1		3100000000	3300000000	p	Radiolocation	
ITU Region 1		3100000000	3300000000	s	Earth Exploration-Satellite (active)	
ITU Region 1		3100000000	3300000000	s	Space Research (active)	
ITU Region 1		3300000000	3400000000		-	5.149,5.429,5.430
ITU Region 1		3300000000	3400000000	p	Radiolocation	
ITU Region 1		3400000000	3600000000		-	5.431
ITU Region 1		3400000000	3600000000	p	Fixed	
ITU Region 1		3400000000	3600000000	p	Fixed-Satellite (space-to-Earth)	
ITU Region 1		3400000000	3600000000	s	Mobile	5.340A
ITU Region 1		3400000000	3600000000	s	Radiolocation	
ITU Region 1		3600000000	4200000000	p	Fixed	
ITU Region 1		3600000000	4200000000	p	Fixed-Satellite (space-to-Earth)	
ITU Region 1		3600000000	4200000000	s	Mobile	
ITU Region 1		4200000000	4400000000		-	5.439,5.440
ITU Region 1		4200000000	4400000000	p	Aeronautical Radionavigation	5.438
ITU Region 1		4400000000	4500000000	p	Fixed	
ITU Region 1		4400000000	4500000000	p	Mobile	5.440A
ITU Region 1		4500000000	4800000000	p	Fixed	
ITU Region 1		4500000000	4800000000	p	Fixed-Satellite (space-to-Earth) 	5.441
ITU Region 1		4500000000	4800000000	p	Mobile	5.440A
ITU Region 1		4800000000	4990000000		-	5.149,5.339,5.443
ITU Region 1		4800000000	4990000000	p	Fixed	
ITU Region 1		4800000000	4990000000	p	Mobile	5.440A,5.442
ITU Region 1		4800000000	4990000000	s	Radio Astronomy	
ITU Region 1		4990000000	5000000000		-	5.149
ITU Region 1		4990000000	5000000000	p	Fixed	
ITU Region 1		4990000000	5000000000	p	Mobile except aeronautical mobile	
ITU Region 1		4990000000	5000000000	p	Radio Astronomy	
ITU Region 1		4990000000	5000000000	s	Space Research (passive)	
ITU Region 1		5000000000	5010000000		-	5.367
ITU Region 1		5000000000	5010000000	p	Aeronautical Radionavigation	
ITU Region 1		5000000000	5010000000	p	Radionavigation-Satellite (Earth-to-space)	
ITU Region 1		5010000000	5030000000		-	5.367
ITU Region 1		5010000000	5030000000	p	Aeronautical Radionavigation	
ITU Region 1		5010000000	5030000000	p	Radionavigation-Satellite (space-to-Earth) 	5.328B,5.443B
ITU Region 1		5030000000	5091000000		-	5.367,5.444
ITU Region 1		5030000000	5091000000	p	Aeronautical Radionavigation	
ITU Region 1		5091000000	5150000000		-	5.367,5.444,5.444A
ITU Region 1		5091000000	5150000000	p	Aeronautical Radionavigation	
ITU Region 1		5091000000	5150000000	p	Aeronautical Mobile	5.444B
ITU Region 1		5150000000	5250000000		-	5.446,5.446C,5.447,5.447B,5.447C
ITU Region 1		5150000000	5250000000	p	Aeronautical Radionavigation	
ITU Region 1		5150000000	5250000000	p	Fixed-Satellite (Earth-to-space) 	5.447A
ITU Region 1		5150000000	5250000000	p	Mobile except aeronautical mobile	5.446A,5.446B
ITU Region 1		5250000000	5255000000		-	5.447E,5.448,5.448A
ITU Region 1		5250000000	5255000000	p	Earth Exploration-Satellite (active)	
ITU Region 1		5250000000	5255000000	p	Radiolocation	
ITU Region 1		5250000000	5255000000	p	Space Research	5.447D
ITU Region 1		5250000000	5255000000	p	Mobile except aeronautical mobile	5.446A,5.447F
ITU Region 1		5255000000	5350000000		-	5.447E,5.448,5.448A
ITU Region 1		5255000000	5350000000	p	Earth Exploration-Satellite (active)	
ITU Region 1		5255000000	5350000000	p	Radiolocation	
ITU Region 1		5255000000	5350000000	p	Space Research (active)	
ITU Region 1		5255000000	5350000000	p	Mobile except aeronautical mobile	5.446A,5.447F
ITU Region 1		5350000000	5460000000	p	Earth Exploration-Satellite (active) 	5.448B
ITU Region 1		5350000000	5460000000	p	Space Research (active) 	5.448C
ITU Region 1		5350000000	5460000000	p	Aeronautical Radionavigation	5.449
ITU Region 1		5350000000	5460000000	p	Radiolocation	5.448D
ITU Region 1		5460000000	5470000000		-	5.448B
ITU Region 1		5460000000	5470000000	p	Radionavigation	5.449
ITU Region 1		5460000000	5470000000	p	Earth Exploration-Satellite (active)	
ITU Region 1		5460000000	5470000000	p	Space Research (active)	
ITU Region 1		5460000000	5470000000	p	Radiolocation	5.448D
ITU Region 1		5470000000	5570000000		-	5.448B,5.450,5.451
ITU Region 1		5470000000	5570000000	p	Maritime Radionavigation	
ITU Region 1		5470000000	5570000000	p	Mobile except aeronautical mobile	5.446A,5.450A
ITU Region 1		5470000000	5570000000	p	Earth Exploration-Satellite (active)	
ITU Region 1		5470000000	5570000000	p	Space Research (active)	
ITU Region 1		5470000000	5570000000	p	Radiolocation	5.450B
ITU Region 1		5570000000	5650000000		-	5.450,5.451,5.452
ITU Region 1		5570000000	5650000000	p	Maritime Radionavigation	
ITU Region 1		5570000000	5650000000	p	Mobile except aeronautical mobile	5.446A,5.450A
ITU Region 1		5570000000	5650000000	p	Radiolocation	5.450B
ITU Region 1		5650000000	5725000000		-	5.282,5.451,5.453,5.454,5.455
ITU Region 1		5650000000	5725000000	p	Mobile except aeronautical mobile	5.446A,5.450A
ITU Region 1		5650000000	5725000000	p	Radiolocation	
ITU Region 1		5650000000	5725000000	s	Amateur	
ITU Region 1		5650000000	5725000000	s	Space Research (deep space)	
ITU Region 1		5725000000	5830000000		-	5.150,5.451,5.453,5.455,5.456
ITU Region 1		5725000000	5830000000	p	Fixed-Satellite (Earth-to-space)	
ITU Region 1		5725000000	5830000000	p	Radiolocation	
ITU Region 1		5725000000	5830000000	s	Amateur	
ITU Region 1		5830000000	5850000000		-	5.150,5.451,5.453,5.455,5.456
ITU Region 1		5830000000	5850000000	p	Fixed-Satellite (Earth-to-space)	
ITU Region 1		5830000000	5850000000	p	Radiolocation	
ITU Region 1		5830000000	5850000000	s	Amateur	
ITU Region 1		5830000000	5850000000	s	Amateur-Satellite (space-to-Earth)	
ITU Region 1		5850000000	5925000000		-	5.15
ITU Region 1		5850000000	5925000000	p	Fixed	
ITU Region 1		5850000000	5925000000	p	Fixed-Satellite (Earth-to-space)	
ITU Region 1		5850000000	5925000000	p	Mobile	
ITU Region 1		5925000000	6700000000		-	5.149,5.440,5.458
ITU Region 1		5925000000	6700000000	p	Fixed	
ITU Region 1		5925000000	6700000000	p	Fixed-Satellite (Earth-to-space) 	5.457A,5.457B
ITU Region 1		5925000000	6700000000	p	Mobile	5.457C
ITU Region 1		6700000000	7075000000		-	5.458,5.458A,5.458B,5.458C
ITU Region 1		6700000000	7075000000	p	Fixed	
ITU Region 1		6700000000	7075000000	p	Fixed-Satellite (Earth-to-space) 	5.441
ITU Region 1		6700000000	7075000000	p	Mobile	
ITU Region 1		7075000000	7145000000		-	5.458,5.459
ITU Region 1		7075000000	7145000000	p	Fixed	
ITU Region 1		7075000000	7145000000	p	Mobile	
ITU Region 1		7145000000	7235000000		-	5.458,5.459
ITU Region 1		7145000000	7235000000	p	Fixed	
ITU Region 1		7145000000	7235000000	p	Mobile	
ITU Region 1		7145000000	7235000000	p	Space Research (Earth-to-space) 	5.46
ITU Region 1		7235000000	7250000000		-	5.458
ITU Region 1		7235000000	7250000000	p	Fixed	
ITU Region 1		7235000000	7250000000	p	Mobile	
ITU Region 1		7250000000	7300000000		-	5.461
ITU Region 1		7250000000	7300000000	p	Fixed	
ITU Region 1		7250000000	7300000000	p	Fixed-Satellite (space-to-Earth)	
ITU Region 1		7250000000	7300000000	p	Mobile	
ITU Region 1		7300000000	7450000000		-	5.461
ITU Region 1		7300000000	7450000000	p	Fixed	
ITU Region 1		7300000000	7450000000	p	Fixed-Satellite (space-to-Earth)	
