Region	Sub-table	Start Frequency	End Frequency	Allocations	Footnotes
ITU Region 1		2045000	2160000	LAND MOBILE	
ITU Region 1		2160000	2170000	-	5.93  5.107
ITU Region 1		2160000	2170000	RADIOLOCATION	
ITU Region 1		2170000	2173500	MARITIME MOBILE	
ITU Region 1		2173500	2190500	-	5.108  5.109  5.110  5.111
ITU Region 1		2173500	2190500	MOBILE (distress and calling)	
ITU Region 1		2190500	2194000	MARITIME MOBILE	
ITU Region 1		2194000	2300000	-	5.92  5.103  5.112
ITU Region 1		2194000	2300000	FIXED	
ITU Region 1		2194000	2300000	MOBILE except aeronautical mobile (R)	
ITU Region 1		2300000	2498000	-	5.103
ITU Region 1		2300000	2498000	FIXED	
ITU Region 1		2300000	2498000	MOBILE except aeronautical mobile (R)	
ITU Region 1		2300000	2498000	BROADCASTING	5.113
ITU Region 1		2498000	2501000	STANDARD FREQUENCY AND TIME SIGNAL (2500 kHz)	
ITU Region 1		2501000	2502000	STANDARD FREQUENCY AND TIME SIGNAL	
ITU Region 1		2501000	2502000	Space research	
ITU Region 1		2502000	2625000	-	5.92  5.103  5.114
ITU Region 1		2502000	2625000	FIXED	
ITU Region 1		2502000	2625000	MOBILE except aeronautical mobile (R)	
ITU Region 1		2625000	2650000	-	5.92
ITU Region 1		2625000	2650000	MARITIME MOBILE	
ITU Region 1		2625000	2650000	MARITIME RADIONAVIGATION	
ITU Region 1		2650000	2850000	-	5.92  5.103
ITU Region 1		2650000	2850000	FIXED	
ITU Region 1		2650000	2850000	MOBILE except aeronautical mobile (R)	
ITU Region 1		2850000	3025000	-	5.111  5.115
ITU Region 1		2850000	3025000	AERONAUTICAL MOBILE (R)	
ITU Region 1		3025000	3155000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		3155000	3200000	-	5.116  5.117
ITU Region 1		3155000	3200000	FIXED	
ITU Region 1		3155000	3200000	MOBILE except aeronautical mobile (R)	
ITU Region 1		3200000	3230000	-	5.116
ITU Region 1		3200000	3230000	FIXED	
ITU Region 1		3200000	3230000	MOBILE except aeronautical mobile (R)	
ITU Region 1		3200000	3230000	BROADCASTING	5.113
ITU Region 1		3230000	3400000	-	5.116  5.118
ITU Region 1		3230000	3400000	FIXED	
ITU Region 1		3230000	3400000	MOBILE except aeronautical mobile	
ITU Region 1		3230000	3400000	BROADCASTING	5.113
ITU Region 1		3400000	3500000	AERONAUTICAL MOBILE (R)	
ITU Region 1		3500000	3800000	-	5.92
ITU Region 1		3500000	3800000	AMATEUR	
ITU Region 1		3500000	3800000	FIXED	
ITU Region 1		3500000	3800000	MOBILE except aeronautical mobile	
ITU Region 1		3800000	3900000	FIXED	
ITU Region 1		3800000	3900000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		3800000	3900000	LAND MOBILE	
ITU Region 1		3900000	3950000	-	5.123
ITU Region 1		3900000	3950000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		3950000	4000000	FIXED	
ITU Region 1		3950000	4000000	BROADCASTING	
ITU Region 1		4000000	4063000	-	5.126
ITU Region 1		4000000	4063000	FIXED	
ITU Region 1		4000000	4063000	MARITIME MOBILE	5.127
ITU Region 1		4063000	4438000	-	5.128
ITU Region 1		4063000	4438000	MARITIME MOBILE	5.79A  5.109  5.110  5.130  5.131  5.132
ITU Region 1		4438000	4650000	FIXED	
ITU Region 1		4438000	4650000	MOBILE except aeronautical mobile (R)	
ITU Region 1		4650000	4700000	AERONAUTICAL MOBILE (R)	
ITU Region 1		4700000	4750000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		4750000	4850000	FIXED	
ITU Region 1		4750000	4850000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		4750000	4850000	LAND MOBILE	
ITU Region 1		4750000	4850000	BROADCASTING	5.113
ITU Region 1		4850000	4995000	FIXED	
ITU Region 1		4850000	4995000	LAND MOBILE	
ITU Region 1		4850000	4995000	BROADCASTING	5.113
ITU Region 1		4995000	5003000	STANDARD FREQUENCY AND TIME SIGNAL (5000 kHz)	
ITU Region 1		5003000	5005000	STANDARD FREQUENCY AND TIME SIGNAL	
ITU Region 1		5003000	5005000	Space research	
ITU Region 1		5005000	5060000	FIXED	
ITU Region 1		5005000	5060000	BROADCASTING	5.113
ITU Region 1		5060000	5250000	-	5.133
ITU Region 1		5060000	5250000	FIXED	
ITU Region 1		5060000	5250000	Mobile except aeronautical mobile	
ITU Region 1		5250000	5450000	FIXED	
ITU Region 1		5250000	5450000	MOBILE except aeronautical mobile	
ITU Region 1		5450000	5480000	FIXED	
ITU Region 1		5450000	5480000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		5450000	5480000	LAND MOBILE	
ITU Region 1		5480000	5680000	-	5.111  5.115
ITU Region 1		5480000	5680000	AERONAUTICAL MOBILE (R)	
ITU Region 1		5680000	5730000	-	5.111  5.115
ITU Region 1		5680000	5730000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		5730000	5900000	FIXED	
ITU Region 1		5730000	5900000	LAND MOBILE	
ITU Region 1		5900000	5950000	-	5.136
ITU Region 1		5900000	5950000	BROADCASTING	5.134
ITU Region 1		5950000	6200000	BROADCASTING	
ITU Region 1		6200000	6525000	-	5.137
ITU Region 1		6200000	6525000	MARITIME MOBILE	5.109  5.110  5.130  5.132
ITU Region 1		6525000	6685000	AERONAUTICAL MOBILE (R)	
ITU Region 1		6685000	6765000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		6765000	7000000	-	5.138
ITU Region 1		6765000	7000000	FIXED	
ITU Region 1		6765000	7000000	MOBILE except aeronautical mobile (R)	
ITU Region 1		7000000	7100000	-	5.140  5.141  5.141A
ITU Region 1		7000000	7100000	AMATEUR	
ITU Region 1		7000000	7100000	AMATEUR-SATELLITE	
ITU Region 1		7100000	7200000	-	5.141A  5.141B  5.142
ITU Region 1		7100000	7200000	AMATEUR	
ITU Region 1		7200000	7300000	BROADCASTING	
ITU Region 1		7300000	7400000	-	5.143  5.143A  5.143B  5.143C  5.143D
ITU Region 1		7300000	7400000	BROADCASTING	5.134
ITU Region 1		7400000	7450000	-	5.143B  5.143C
ITU Region 1		7400000	7450000	BROADCASTING	
ITU Region 1		7450000	8100000	-	5.144
ITU Region 1		7450000	8100000	FIXED	
ITU Region 1		7450000	8100000	MOBILE except aeronautical mobile (R)	
ITU Region 1		8100000	8195000	FIXED	
ITU Region 1		8100000	8195000	MARITIME MOBILE	
ITU Region 1		8195000	8815000	-	5.111
ITU Region 1		8195000	8815000	MARITIME MOBILE	5.109  5.110  5.132  5.145
ITU Region 1		8815000	8965000	AERONAUTICAL MOBILE (R)	
ITU Region 1		8965000	9040000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		9040000	9400000	FIXED	
ITU Region 1		9400000	9500000	-	5.146
ITU Region 1		9400000	9500000	BROADCASTING	5.134
ITU Region 1		9500000	9900000	-	5.147
ITU Region 1		9500000	9900000	BROADCASTING	
ITU Region 1		9900000	9995000	FIXED	
ITU Region 1		9995000	10003000	-	5.111
ITU Region 1		9995000	10003000	STANDARD FREQUENCY AND TIME SIGNAL (10000 kHz)	
ITU Region 1		10003000	10005000	-	5.111
ITU Region 1		10003000	10005000	STANDARD FREQUENCY AND TIME SIGNAL	
ITU Region 1		10003000	10005000	Space research	
ITU Region 1		10005000	10100000	-	5.111
ITU Region 1		10005000	10100000	AERONAUTICAL MOBILE (R)	
ITU Region 1		10100000	10150000	FIXED	
ITU Region 1		10100000	10150000	Amateur	
ITU Region 1		10150000	11175000	FIXED	
ITU Region 1		10150000	11175000	Mobile except aeronautical mobile (R)	
ITU Region 1		11175000	11275000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		11275000	11400000	AERONAUTICAL MOBILE (R)	
ITU Region 1		11400000	11600000	FIXED	
ITU Region 1		11600000	11650000	-	5.146
ITU Region 1		11600000	11650000	BROADCASTING	5.134
ITU Region 1		11650000	12050000	-	5.147
ITU Region 1		11650000	12050000	BROADCASTING	
ITU Region 1		12050000	12100000	-	5.146
ITU Region 1		12050000	12100000	BROADCASTING	5.134
ITU Region 1		12100000	12230000	FIXED	
ITU Region 1		12230000	13200000	MARITIME MOBILE	5.109  5.110  5.132  5.145
ITU Region 1		13200000	13260000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		13260000	13360000	AERONAUTICAL MOBILE (R)	
ITU Region 1		13360000	13410000	-	5.149
ITU Region 1		13360000	13410000	FIXED	
ITU Region 1		13360000	13410000	RADIO ASTRONOMY	
ITU Region 1		13410000	13570000	-	5.15
ITU Region 1		13410000	13570000	FIXED	
ITU Region 1		13410000	13570000	Mobile except aeronautical mobile (R)	
ITU Region 1		13570000	13600000	-	5.151
ITU Region 1		13570000	13600000	BROADCASTING	5.134
ITU Region 1		13600000	13800000	BROADCASTING	
ITU Region 1		13800000	13870000	-	5.151
ITU Region 1		13800000	13870000	BROADCASTING	5.134
ITU Region 1		13870000	14000000	FIXED	
ITU Region 1		13870000	14000000	Mobile except aeronautical mobile (R)	
ITU Region 1		14000000	14250000	AMATEUR	
ITU Region 1		14000000	14250000	AMATEUR-SATELLITE	
ITU Region 1		14250000	14350000	-	5.152
ITU Region 1		14250000	14350000	AMATEUR	
ITU Region 1		14350000	14990000	FIXED	
ITU Region 1		14350000	14990000	Mobile except aeronautical mobile (R)	
ITU Region 1		14990000	15005000	-	5.111
ITU Region 1		14990000	15005000	STANDARD FREQUENCY AND TIME SIGNAL (15000 kHz)	
ITU Region 1		15005000	15010000	STANDARD FREQUENCY AND TIME SIGNAL	
ITU Region 1		15005000	15010000	Space research	
ITU Region 1		15010000	15100000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		15100000	15600000	BROADCASTING	
ITU Region 1		15600000	15800000	-	5.146
ITU Region 1		15600000	15800000	BROADCASTING	5.134
ITU Region 1		15800000	16360000	-	5.153
ITU Region 1		15800000	16360000	FIXED	
ITU Region 1		16360000	17410000	MARITIME MOBILE	5.109  5.110  5.132  5.145
ITU Region 1		17410000	17480000	FIXED	
ITU Region 1		17480000	17550000	-	5.146
ITU Region 1		17480000	17550000	BROADCASTING	5.134
ITU Region 1		17550000	17900000	BROADCASTING	
ITU Region 1		17900000	17970000	AERONAUTICAL MOBILE (R)	
ITU Region 1		17970000	18030000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		18030000	18052000	FIXED	
ITU Region 1		18052000	18068000	FIXED	
ITU Region 1		18052000	18068000	Space research	
ITU Region 1		18068000	18168000	-	5.154
ITU Region 1		18068000	18168000	AMATEUR	
ITU Region 1		18068000	18168000	AMATEUR-SATELLITE	
ITU Region 1		18168000	18780000	FIXED	
ITU Region 1		18168000	18780000	Mobile except aeronautical mobile	
ITU Region 1		18780000	18900000	MARITIME MOBILE	
ITU Region 1		18900000	19020000	-	5.146
ITU Region 1		18900000	19020000	BROADCASTING	5.134
ITU Region 1		19020000	19680000	FIXED	
ITU Region 1		19680000	19800000	MARITIME MOBILE	5.132
ITU Region 1		19800000	19990000	FIXED	
ITU Region 1		19990000	19995000	-	5.111
ITU Region 1		19990000	19995000	STANDARD FREQUENCY AND TIME SIGNAL	
ITU Region 1		19990000	19995000	Space research	
ITU Region 1		19995000	20010000	-	5.111
ITU Region 1		19995000	20010000	STANDARD FREQUENCY AND TIME SIGNAL (20000 kHz)	
ITU Region 1		20010000	21000000	FIXED	
ITU Region 1		20010000	21000000	Mobile	
ITU Region 1		21000000	21450000	AMATEUR	
ITU Region 1		21000000	21450000	AMATEUR-SATELLITE	
ITU Region 1		21450000	21850000	BROADCASTING	
ITU Region 1		21850000	21870000	-	5.155
ITU Region 1		21850000	21870000	FIXED	5.155A
ITU Region 1		21870000	21924000	FIXED	5.155B
ITU Region 1		21924000	22000000	AERONAUTICAL MOBILE (R)	
ITU Region 1		22000000	22855000	-	5.156
ITU Region 1		22000000	22855000	MARITIME MOBILE	5.132
ITU Region 1		22855000	23000000	-	5.156
ITU Region 1		22855000	23000000	FIXED	
ITU Region 1		23000000	23200000	-	5.156
ITU Region 1		23000000	23200000	FIXED	
ITU Region 1		23000000	23200000	Mobile except aeronautical mobile (R)	
ITU Region 1		23200000	23350000	FIXED	5.156A
ITU Region 1		23200000	23350000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		23350000	24000000	FIXED	
ITU Region 1		23350000	24000000	MOBILE except aeronautical mobile	5.157
ITU Region 1		24000000	24890000	FIXED	
ITU Region 1		24000000	24890000	LAND MOBILE	
ITU Region 1		24890000	24990000	AMATEUR	
ITU Region 1		24890000	24990000	AMATEUR-SATELLITE	
ITU Region 1		24990000	25005000	STANDARD FREQUENCY AND TIME SIGNAL (25000 kHz)	
ITU Region 1		25005000	25010000	STANDARD FREQUENCY AND TIME SIGNAL	
ITU Region 1		25005000	25010000	Space research	
ITU Region 1		25010000	25070000	FIXED	
ITU Region 1		25010000	25070000	MOBILE except aeronautical mobile	
ITU Region 1		25070000	25210000	MARITIME MOBILE	
ITU Region 1		25210000	25550000	FIXED	
ITU Region 1		25210000	25550000	MOBILE except aeronautical mobile	
ITU Region 1		25550000	25670000	-	5.149
ITU Region 1		25550000	25670000	RADIO ASTRONOMY	
ITU Region 1		25670000	26100000	BROADCASTING	
ITU Region 1		26100000	26175000	MARITIME MOBILE	5.132
ITU Region 1		26175000	27500000	-	5.15
ITU Region 1		26175000	27500000	FIXED	
ITU Region 1		26175000	27500000	MOBILE except aeronautical mobile	
ITU Region 1		27500000	28000000	METEOROLOGICAL AIDS	
ITU Region 1		27500000	28000000	FIXED	
ITU Region 1		27500000	28000000	MOBILE	
ITU Region 1		28000000	29700000	AMATEUR	
ITU Region 1		28000000	29700000	AMATEUR-SATELLITE	
ITU Region 1		29700000	30005000	FIXED	
ITU Region 1		29700000	30005000	MOBILE	
ITU Region 1		30005000	30010000	SPACE OPERATION (satellite identification)	
ITU Region 1		30005000	30010000	FIXED	
ITU Region 1		30005000	30010000	MOBILE	
ITU Region 1		30005000	30010000	SPACE RESEARCH	
ITU Region 1		30010000	37500000	FIXED	
ITU Region 1		30010000	37500000	MOBILE	
ITU Region 1		37500000	38250000	-	5.149
ITU Region 1		37500000	38250000	FIXED	
ITU Region 1		37500000	38250000	MOBILE	
ITU Region 1		37500000	38250000	Radio astronomy	
ITU Region 1		38250000	39986000	FIXED	
ITU Region 1		38250000	39986000	MOBILE	
ITU Region 1		39986000	40020000	FIXED	
ITU Region 1		39986000	40020000	MOBILE	
ITU Region 1		39986000	40020000	Space research	
ITU Region 1		40020000	40980000	-	5.15
ITU Region 1		40020000	40980000	FIXED	
ITU Region 1		40020000	40980000	MOBILE	
ITU Region 1		40980000	41015000	-	5.160  5.161
ITU Region 1		40980000	41015000	FIXED	
ITU Region 1		40980000	41015000	MOBILE	
ITU Region 1		40980000	41015000	Space research	
ITU Region 1		41015000	44000000	-	5.160  5.161
ITU Region 1		41015000	44000000	FIXED	
ITU Region 1		41015000	44000000	MOBILE	
ITU Region 1		44000000	47000000	-	5.162  5.162A
ITU Region 1		44000000	47000000	FIXED	
ITU Region 1		44000000	47000000	MOBILE	
ITU Region 1		47000000	68000000	-	5.162A  5.163  5.164  5.165  5.169  5.171
ITU Region 1		47000000	68000000	BROADCASTING	
ITU Region 1		68000000	74800000	-	5.149  5.175  5.177  5.179
ITU Region 1		68000000	74800000	FIXED	
ITU Region 1		68000000	74800000	MOBILE except aeronautical mobile	
ITU Region 1		74800000	75200000	-	5.180  5.181
ITU Region 1		74800000	75200000	AERONAUTICAL RADIONAVIGATION	
ITU Region 1		75200000	87500000	-	5.175  5.179  5.187
ITU Region 1		75200000	87500000	FIXED	
ITU Region 1		75200000	87500000	MOBILE except aeronautical mobile	
ITU Region 1		87500000	100000000	-	5.19
ITU Region 1		87500000	100000000	BROADCASTING	
ITU Region 1		100000000	108000000	-	5.192  5.194
ITU Region 1		100000000	108000000	BROADCASTING	
ITU Region 1		108000000	117975000	-	5.197  5.197A
ITU Region 1		108000000	117975000	AERONAUTICAL RADIONAVIGATION	
ITU Region 1		117975000	137000000	-	5.111  5.200  5.201  5.202
ITU Region 1		117975000	137000000	AERONAUTICAL MOBILE (R)	
ITU Region 1		137000000	137025000	-	5.204  5.205  5.206  5.207  5.208
ITU Region 1		137000000	137025000	SPACE OPERATION (space-to-Earth)	
ITU Region 1		137000000	137025000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
ITU Region 1		137000000	137025000	MOBILE-SATELLITE (space-to-Earth) 	5.208A  5.208B  5.209
ITU Region 1		137000000	137025000	SPACE RESEARCH (space-to-Earth)	
ITU Region 1		137000000	137025000	Fixed	
ITU Region 1		137000000	137025000	Mobile except aeronautical mobile (R)	
ITU Region 1		137025000	137175000	-	5.204  5.205  5.206  5.207  5.208
ITU Region 1		137025000	137175000	SPACE OPERATION (space-to-Earth)	
ITU Region 1		137025000	137175000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
ITU Region 1		137025000	137175000	SPACE RESEARCH (space-to-Earth)	
ITU Region 1		137025000	137175000	Fixed	
ITU Region 1		137025000	137175000	Mobile-satellite (space-to-Earth) 	5.208A  5.208B  5.209
ITU Region 1		137025000	137175000	Mobile except aeronautical mobile (R)	
ITU Region 1		137175000	137825000	-	5.204  5.205  5.206  5.207  5.208
ITU Region 1		137175000	137825000	SPACE OPERATION (space-to-Earth)	
ITU Region 1		137175000	137825000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
ITU Region 1		137175000	137825000	MOBILE-SATELLITE (space-to-Earth) 	5.208A  5.208B  5.209
ITU Region 1		137175000	137825000	SPACE RESEARCH (space-to-Earth)	
ITU Region 1		137175000	137825000	Fixed	
ITU Region 1		137175000	137825000	Mobile except aeronautical mobile (R)	
ITU Region 1		137825000	138000000	-	5.204  5.205  5.206  5.207  5.208
ITU Region 1		137825000	138000000	SPACE OPERATION (space-to-Earth)	
ITU Region 1		137825000	138000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
ITU Region 1		137825000	138000000	SPACE RESEARCH (space-to-Earth)	
ITU Region 1		137825000	138000000	Fixed	
ITU Region 1		137825000	138000000	Mobile-satellite (space-to-Earth) 	5.208A  5.208B  5.209
ITU Region 1		137825000	138000000	Mobile except aeronautical mobile (R)	
ITU Region 1		138000000	143600000	-	5.210  5.211  5.212  5.214
ITU Region 1		138000000	143600000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		143600000	143650000	-	5.211  5.212  5.214
ITU Region 1		143600000	143650000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		143600000	143650000	SPACE RESEARCH (space-to-Earth)	
ITU Region 1		143650000	144000000	-	5.210  5.211  5.212  5.214
ITU Region 1		143650000	144000000	AERONAUTICAL MOBILE (OR)	
ITU Region 1		144000000	146000000	-	5.216
ITU Region 1		144000000	146000000	AMATEUR	
ITU Region 1		144000000	146000000	AMATEUR-SATELLITE	
ITU Region 1		146000000	148000000	FIXED	
ITU Region 1		146000000	148000000	MOBILE except aeronautical mobile (R)	
ITU Region 1		148000000	149900000	-	5.218  5.219  5.221
ITU Region 1		148000000	149900000	FIXED	
ITU Region 1		148000000	149900000	MOBILE except aeronautical mobile (R)	
ITU Region 1		148000000	149900000	MOBILE-SATELLITE (Earth-to-space) 	5.209
ITU Region 1		149900000	150050000	-	5.220  5.222  5.223
ITU Region 1		149900000	150050000	MOBILE-SATELLITE (Earth-to-space) 	5.209  5.224A
ITU Region 1		149900000	150050000	RADIONAVIGATION-SATELLITE	5.224B
ITU Region 1		150050000	153000000	-	5.149
ITU Region 1		150050000	153000000	FIXED	
ITU Region 1		150050000	153000000	MOBILE except aeronautical mobile	
ITU Region 1		150050000	153000000	RADIO ASTRONOMY	
ITU Region 1		153000000	154000000	FIXED	
ITU Region 1		153000000	154000000	MOBILE except aeronautical mobile (R)	
ITU Region 1		153000000	154000000	Meteorological aids	
ITU Region 1		154000000	156487500	-	5.226
ITU Region 1		154000000	156487500	FIXED	
ITU Region 1		154000000	156487500	MOBILE except aeronautical mobile (R)	
ITU Region 1		156487500	156562500	-	5.111  5.226  5.227
ITU Region 1		156487500	156562500	MARITIME MOBILE (distress and calling via DSC)	
ITU Region 1		156562500	156762500	-	5.226
ITU Region 1		156562500	156762500	FIXED	
ITU Region 1		156562500	156762500	MOBILE except aeronautical mobile (R)	
ITU Region 1		156762500	156837500	-	5.111  5.226
ITU Region 1		156762500	156837500	MARITIME MOBILE (distress and calling)	
ITU Region 1		156837500	174000000	-	5.226  5.227A  5.229
ITU Region 1		156837500	174000000	FIXED	
ITU Region 1		156837500	174000000	MOBILE except aeronautical mobile	
ITU Region 1		174000000	223000000	-	5.235  5.237  5.243
ITU Region 1		174000000	223000000	BROADCASTING	
ITU Region 1		223000000	230000000	-	5.243  5.246  5.247
ITU Region 1		223000000	230000000	BROADCASTING	
ITU Region 1		223000000	230000000	Fixed	
ITU Region 1		223000000	230000000	Mobile	
ITU Region 1		230000000	235000000	-	5.247  5.251  5.252
ITU Region 1		230000000	235000000	FIXED	
ITU Region 1		230000000	235000000	MOBILE	
ITU Region 1		235000000	267000000	-	5.111  5.252  5.254  5.256  5.256A
ITU Region 1		235000000	267000000	FIXED	
ITU Region 1		235000000	267000000	MOBILE	
ITU Region 1		267000000	272000000	-	5.254  5.257
ITU Region 1		267000000	272000000	FIXED	
ITU Region 1		267000000	272000000	MOBILE	
ITU Region 1		267000000	272000000	Space operation (space-to-Earth)	
ITU Region 1		272000000	273000000	-	5.254
ITU Region 1		272000000	273000000	SPACE OPERATION (space-to-Earth)	
ITU Region 1		272000000	273000000	FIXED	
ITU Region 1		272000000	273000000	MOBILE	
ITU Region 1		273000000	312000000	-	5.254
ITU Region 1		273000000	312000000	FIXED	
ITU Region 1		273000000	312000000	MOBILE	
ITU Region 1		312000000	315000000	FIXED	
ITU Region 1		312000000	315000000	MOBILE	
ITU Region 1		312000000	315000000	Mobile-satellite (Earth-to-space) 	5.254  5.255
ITU Region 1		315000000	322000000	-	5.254
ITU Region 1		315000000	322000000	FIXED	
ITU Region 1		315000000	322000000	MOBILE	
ITU Region 1		322000000	328600000	-	5.149
ITU Region 1		322000000	328600000	FIXED	
ITU Region 1		322000000	328600000	MOBILE	
ITU Region 1		322000000	328600000	RADIO ASTRONOMY	
ITU Region 1		328600000	335400000	-	5.259
