Region	Sub-table	Start Frequency	End Frequency	Allocations	Footnotes
ITU Region 2		400150000	401000000	Space operation (space-to-Earth)	
ITU Region 2		401000000	402000000	METEOROLOGICAL AIDS	
ITU Region 2		401000000	402000000	SPACE OPERATION (space-to-Earth)	
ITU Region 2		401000000	402000000	EARTH EXPLORATION-SATELLITE (Earth-to-space)	
ITU Region 2		401000000	402000000	METEOROLOGICAL-SATELLITE (Earth-to-space)	
ITU Region 2		401000000	402000000	Fixed	
ITU Region 2		401000000	402000000	Mobile except aeronautical mobile	
ITU Region 2		402000000	403000000	METEOROLOGICAL AIDS	
ITU Region 2		402000000	403000000	EARTH EXPLORATION-SATELLITE (Earth-to-space)	
ITU Region 2		402000000	403000000	METEOROLOGICAL-SATELLITE (Earth-to-space)	
ITU Region 2		402000000	403000000	Fixed	
ITU Region 2		402000000	403000000	Mobile except aeronautical mobile	
ITU Region 2		403000000	406000000	METEOROLOGICAL AIDS	
ITU Region 2		403000000	406000000	Fixed	
ITU Region 2		403000000	406000000	Mobile except aeronautical mobile	
ITU Region 2		406000000	406100000	-	5.266  5.267
ITU Region 2		406000000	406100000	MOBILE-SATELLITE (Earth-to-space)	
ITU Region 2		406100000	410000000	-	5.149
ITU Region 2		406100000	410000000	FIXED	
ITU Region 2		406100000	410000000	MOBILE except aeronautical mobile	
ITU Region 2		406100000	410000000	RADIO ASTRONOMY	
ITU Region 2		410000000	420000000	FIXED	
ITU Region 2		410000000	420000000	MOBILE except aeronautical mobile	
ITU Region 2		410000000	420000000	SPACE RESEARCH (space-to-space) 	5.268
ITU Region 2		420000000	430000000	-	5.269  5.270  5.271
ITU Region 2		420000000	430000000	FIXED	
ITU Region 2		420000000	430000000	MOBILE except aeronautical mobile	
ITU Region 2		420000000	430000000	Radiolocation	
ITU Region 2		430000000	432000000	-	5.271  5.276  5.277  5.278  5.279
ITU Region 2		430000000	432000000	RADIOLOCATION	
ITU Region 2		430000000	432000000	Amateur	
ITU Region 2		432000000	438000000	-	5.271  5.276  5.277  5.278  5.279  5.281  5.282
ITU Region 2		432000000	438000000	RADIOLOCATION	
ITU Region 2		432000000	438000000	Amateur	
ITU Region 2		432000000	438000000	Earth exploration-satellite (active) 	5.279A
ITU Region 2		438000000	440000000	-	5.271  5.276  5.277  5.278  5.279
ITU Region 2		438000000	440000000	RADIOLOCATION	
ITU Region 2		438000000	440000000	Amateur	
ITU Region 2		440000000	450000000	-	5.269  5.270  5.271  5.284  5.285  5.286
ITU Region 2		440000000	450000000	FIXED	
ITU Region 2		440000000	450000000	MOBILE except aeronautical mobile	
ITU Region 2		440000000	450000000	Radiolocation	
ITU Region 2		450000000	455000000	-	5.209  5.271  5.286  5.286A  5.286B  5.286C  5.286D  5.286E
ITU Region 2		450000000	455000000	FIXED	
ITU Region 2		450000000	455000000	MOBILE	5.286AA
ITU Region 2		455000000	456000000	-	5.209
ITU Region 2		455000000	456000000	FIXED	
ITU Region 2		455000000	456000000	MOBILE	5.286AA
ITU Region 2		455000000	456000000	MOBILE-SATELLITE (Earth-to-space) 	5.286A  5.286B  5.286C
ITU Region 2		456000000	459000000	-	5.271  5.287  5.288
ITU Region 2		456000000	459000000	FIXED	
ITU Region 2		456000000	459000000	MOBILE	5.286AA
ITU Region 2		459000000	460000000	-	5.209
ITU Region 2		459000000	460000000	FIXED	
ITU Region 2		459000000	460000000	MOBILE	5.286AA
ITU Region 2		459000000	460000000	MOBILE-SATELLITE (Earth-to-space) 	5.286A  5.286B  5.286C
ITU Region 2		460000000	470000000	-	5.287  5.288  5.289  5.290
ITU Region 2		460000000	470000000	FIXED	
ITU Region 2		460000000	470000000	MOBILE	5.286AA
ITU Region 2		460000000	470000000	Meteorological-satellite (space-to-Earth)	
ITU Region 2		470000000	512000000	-	5.292  5.293
ITU Region 2		470000000	512000000	BROADCASTING	
ITU Region 2		470000000	512000000	Fixed	
ITU Region 2		470000000	512000000	Mobile	
ITU Region 2		512000000	608000000	-	5.297
ITU Region 2		512000000	608000000	BROADCASTING	
ITU Region 2		608000000	614000000	RADIO ASTRONOMY	
ITU Region 2		608000000	614000000	Mobile-satellite except aeronautical mobile-satellite	
ITU Region 2		614000000	806000000	-	5.293  5.309  5.311A
ITU Region 2		614000000	806000000	BROADCASTING	
ITU Region 2		614000000	806000000	Fixed	
ITU Region 2		614000000	806000000	Mobile	
ITU Region 2		806000000	890000000	-	5.317  5.318
ITU Region 2		806000000	890000000	FIXED	
ITU Region 2		806000000	890000000	MOBILE	5.317A
ITU Region 2		806000000	890000000	BROADCASTING	
ITU Region 2		890000000	902000000	-	5.318  5.325
ITU Region 2		890000000	902000000	FIXED	
ITU Region 2		890000000	902000000	MOBILE except aeronautical mobile	5.317A
ITU Region 2		890000000	902000000	Radiolocation	
ITU Region 2		902000000	928000000	-	5.150  5.325  5.326
ITU Region 2		902000000	928000000	FIXED	
ITU Region 2		902000000	928000000	Amateur	
ITU Region 2		902000000	928000000	Mobile except aeronautical mobile	5.325A
ITU Region 2		902000000	928000000	Radiolocation	
ITU Region 2		928000000	942000000	-	5.325
ITU Region 2		928000000	942000000	FIXED	
ITU Region 2		928000000	942000000	MOBILE except aeronautical mobile	5.317A
ITU Region 2		928000000	942000000	Radiolocation	
ITU Region 2		942000000	960000000	FIXED	
ITU Region 2		942000000	960000000	MOBILE	5.317A
ITU Region 2		960000000	1164000000	AERONAUTICAL RADIONAVIGATION	5.328
ITU Region 2		960000000	1164000000	AERONAUTICAL MOBILE (R) 	5.327A
ITU Region 2		1164000000	1215000000	-	5.328A
ITU Region 2		1164000000	1215000000	AERONAUTICAL RADIONAVIGATION	5.328
ITU Region 2		1164000000	1215000000	RADIONAVIGATION-SATELLITE (space-to-Earth) 	5.328B
ITU Region 2		1215000000	1240000000	-	5.330  5.331  5.332
ITU Region 2		1215000000	1240000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 2		1215000000	1240000000	RADIOLOCATION	
ITU Region 2		1215000000	1240000000	RADIONAVIGATION-SATELLITE (space-to-Earth) 	5.328B  5.329  5.329A
ITU Region 2		1215000000	1240000000	SPACE RESEARCH (active)	
ITU Region 2		1240000000	1300000000	-	5.282  5.330  5.331  5.332  5.335  5.335A
ITU Region 2		1240000000	1300000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 2		1240000000	1300000000	RADIOLOCATION	
ITU Region 2		1240000000	1300000000	RADIONAVIGATION-SATELLITE (space-to-Earth) 	5.328B  5.329  5.329A
ITU Region 2		1240000000	1300000000	SPACE RESEARCH (active)	
ITU Region 2		1240000000	1300000000	Amateur	
ITU Region 2		1300000000	1350000000	-	5.149  5.337A
ITU Region 2		1300000000	1350000000	AERONAUTICAL RADIONAVIGATION	5.337
ITU Region 2		1300000000	1350000000	RADIOLOCATION	
ITU Region 2		1300000000	1350000000	RADIONAVIGATION-SATELLITE (Earth-to-space)	
ITU Region 2		1350000000	1400000000	-	5.149  5.334  5.339
ITU Region 2		1350000000	1400000000	RADIOLOCATION	5.388A
ITU Region 2		1400000000	1427000000	-	5.340  5.341
ITU Region 2		1400000000	1427000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 2		1400000000	1427000000	RADIO ASTRONOMY	
ITU Region 2		1400000000	1427000000	SPACE RESEARCH (passive)	
ITU Region 2		1427000000	1429000000	-	5.338A  5.341
ITU Region 2		1427000000	1429000000	SPACE OPERATION (Earth-to-space)	
ITU Region 2		1427000000	1429000000	FIXED	
ITU Region 2		1427000000	1429000000	MOBILE except aeronautical mobile	
ITU Region 2		1429000000	1452000000	-	5.338A  5.341
ITU Region 2		1429000000	1452000000	FIXED	
ITU Region 2		1429000000	1452000000	MOBILE	5.343
ITU Region 2		1452000000	1492000000	-	5.341  5.344
ITU Region 2		1452000000	1492000000	FIXED	
ITU Region 2		1452000000	1492000000	MOBILE	5.343
ITU Region 2		1452000000	1492000000	BROADCASTING	5.345
ITU Region 2		1452000000	1492000000	BROADCASTING-SATELLITE	5.208B  5.345
ITU Region 2		1492000000	1518000000	-	5.341  5.344
ITU Region 2		1492000000	1518000000	FIXED	
ITU Region 2		1492000000	1518000000	MOBILE	5.343
ITU Region 2		1518000000	1525000000	-	5.341  5.344
ITU Region 2		1518000000	1525000000	FIXED	
ITU Region 2		1518000000	1525000000	MOBILE	5.343
ITU Region 2		1518000000	1525000000	MOBILE-SATELLITE (space-to-Earth) 	5.348  5.348A  5.348B  5.351A
ITU Region 2		1525000000	1530000000	-	5.341  5.351  5.354
ITU Region 2		1525000000	1530000000	SPACE OPERATION (space-to-Earth)	
ITU Region 2		1525000000	1530000000	MOBILE-SATELLITE (space-to-Earth) 	5.208B  5.351A
ITU Region 2		1525000000	1530000000	Earth exploration-satellite	
ITU Region 2		1525000000	1530000000	Fixed	
ITU Region 2		1525000000	1530000000	Mobile	5.343
ITU Region 2		1530000000	1535000000	-	5.341  5.351  5.354
ITU Region 2		1530000000	1535000000	SPACE OPERATION (space-to-Earth)	
ITU Region 2		1530000000	1535000000	MOBILE-SATELLITE (space-to-Earth) 	5.208B  5.351A  5.353A
ITU Region 2		1530000000	1535000000	Earth exploration-satellite	
ITU Region 2		1530000000	1535000000	Fixed	
ITU Region 2		1530000000	1535000000	Mobile	5.343
ITU Region 2		1535000000	1559000000	-	5.341  5.351  5.353A  5.354  5.355  5.356  5.357  5.357A  5.359  5.362A
ITU Region 2		1535000000	1559000000	MOBILE-SATELLITE (space-to-Earth) 	5.208B  5.351A
ITU Region 2		1559000000	1610000000	-	5.341  5.362B  5.362C
ITU Region 2		1559000000	1610000000	AERONAUTICAL RADIONAVIGATION	
ITU Region 2		1559000000	1610000000	RADIONAVIGATION-SATELLITE (space-to-Earth) 	5.208B  5.328B  5.329A
ITU Region 2		1610000000	1610600000	-	5.341  5.364  5.366  5.367  5.368  5.370  5.372
ITU Region 2		1610000000	1610600000	MOBILE-SATELLITE (Earth-to-space) 	5.351A
ITU Region 2		1610000000	1610600000	AERONAUTICAL RADIONAVIGATION	
ITU Region 2		1610000000	1610600000	RADIODETERMINATION-SATELLITE (Earth-to-space)	
ITU Region 2		1610600000	1613800000	-	5.149  5.341  5.364  5.366  5.367  5.368  5.370  5.372
ITU Region 2		1610600000	1613800000	MOBILE-SATELLITE (Earth-to-space) 	5.351A
ITU Region 2		1610600000	1613800000	RADIO ASTRONOMY	
ITU Region 2		1610600000	1613800000	AERONAUTICAL RADIONAVIGATION	
ITU Region 2		1610600000	1613800000	RADIODETERMINATION-SATELLITE (Earth-to-space)	
ITU Region 2		1613800000	1626500000	-	5.341  5.364  5.365  5.366  5.367  5.368  5.370  5.372
ITU Region 2		1613800000	1626500000	MOBILE-SATELLITE (Earth-to-space) 	5.351A
ITU Region 2		1613800000	1626500000	AERONAUTICAL RADIONAVIGATION	
ITU Region 2		1613800000	1626500000	RADIODETERMINATION-SATELLITE (Earth-to-space)	
ITU Region 2		1613800000	1626500000	Mobile-satellite (space-to-Earth) 	5.208B
ITU Region 2		1626500000	1660000000	-	5.341  5.351  5.353A  5.354  5.355  5.357A  5.359  5.362A  5.374  5.375  5.376
ITU Region 2		1626500000	1660000000	MOBILE-SATELLITE (Earth-to-space) 	5.351A
ITU Region 2		1660000000	1660500000	-	5.149  5.341  5.351  5.354  5.362A  5.376A
ITU Region 2		1660000000	1660500000	MOBILE-SATELLITE (Earth-to-space) 	5.351A
ITU Region 2		1660000000	1660500000	RADIO ASTRONOMY	
ITU Region 2		1660500000	1668000000	-	5.149  5.341  5.379  5.379A
ITU Region 2		1660500000	1668000000	RADIO ASTRONOMY	
ITU Region 2		1660500000	1668000000	SPACE RESEARCH (passive)	
ITU Region 2		1660500000	1668000000	Fixed	
ITU Region 2		1660500000	1668000000	Mobile except aeronautical mobile	
ITU Region 2		1668000000	1668400000	-	5.149  5.341  5.379  5.379A
ITU Region 2		1668000000	1668400000	MOBILE-SATELLITE (Earth-to-space) 	5.351A  5.379B  5.379C
ITU Region 2		1668000000	1668400000	RADIO ASTRONOMY	
ITU Region 2		1668000000	1668400000	SPACE RESEARCH (passive)	
ITU Region 2		1668000000	1668400000	Fixed	
ITU Region 2		1668000000	1668400000	Mobile except aeronautical mobile	
ITU Region 2		1668400000	1670000000	-	5.149  5.341  5.379D  5.379E
ITU Region 2		1668400000	1670000000	METEOROLOGICAL AIDS	
ITU Region 2		1668400000	1670000000	FIXED	
ITU Region 2		1668400000	1670000000	MOBILE except aeronautical mobile	
ITU Region 2		1668400000	1670000000	MOBILE-SATELLITE (Earth-to-space) 	5.351A  5.379B  5.379C
ITU Region 2		1668400000	1670000000	RADIO ASTRONOMY	
ITU Region 2		1670000000	1675000000	-	5.341  5.379D  5.379E  5.380A
ITU Region 2		1670000000	1675000000	METEOROLOGICAL AIDS	
ITU Region 2		1670000000	1675000000	FIXED	
ITU Region 2		1670000000	1675000000	METEOROLOGICAL-SATELLITE (Earth-to-space)	
ITU Region 2		1670000000	1675000000	MOBILE	
ITU Region 2		1670000000	1675000000	MOBILE-SATELLITE (Earth-to-space) 	5.351A  5.379B
ITU Region 2		1675000000	1690000000	-	5.341
ITU Region 2		1675000000	1690000000	METEOROLOGICAL AIDS	
ITU Region 2		1675000000	1690000000	FIXED	
ITU Region 2		1675000000	1690000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
ITU Region 2		1675000000	1690000000	Mobile except aeronautical mobile	
ITU Region 2		1690000000	1700000000	-	5.289  5.341  5.381
ITU Region 2		1690000000	1700000000	METEOROLOGICAL AIDS	
ITU Region 2		1690000000	1700000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
ITU Region 2		1700000000	1710000000	-	5.289  5.341
ITU Region 2		1700000000	1710000000	FIXED	
ITU Region 2		1700000000	1710000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
ITU Region 2		1700000000	1710000000	MOBILE except aeronautical mobile	
ITU Region 2		1710000000	1930000000	-	5.149  5.341  5.385  5.386  5.387  5.388
ITU Region 2		1710000000	1930000000	FIXED	
ITU Region 2		1710000000	1930000000	MOBILE	5.384A  5.388A  5.388B
ITU Region 2		1930000000	1970000000	-	5.388
ITU Region 2		1930000000	1970000000	FIXED	
ITU Region 2		1930000000	1970000000	MOBILE	5.388A  5.388B
ITU Region 2		1930000000	1970000000	Mobile-satellite (Earth-to-space)	
ITU Region 2		1970000000	1980000000	-	5.388
ITU Region 2		1970000000	1980000000	FIXED	
ITU Region 2		1970000000	1980000000	MOBILE	5.388A  5.388B
ITU Region 2		1980000000	2010000000	-	5.388  5.389A  5.389B  5.389F
ITU Region 2		1980000000	2010000000	FIXED	
ITU Region 2		1980000000	2010000000	MOBILE	
ITU Region 2		1980000000	2010000000	MOBILE-SATELLITE (Earth-to-space) 	5.351A
ITU Region 2		2010000000	2025000000	-	5.388  5.389C  5.389E
ITU Region 2		2010000000	2025000000	FIXED	
ITU Region 2		2010000000	2025000000	MOBILE	
ITU Region 2		2010000000	2025000000	MOBILE-SATELLITE (Earth-to-space)	
ITU Region 2		2025000000	2110000000	-	5.392
ITU Region 2		2025000000	2110000000	SPACE OPERATION (Earth-to-space)	
ITU Region 2		2025000000	2110000000	EARTH EXPLORATION-SATELLITE (Earth-to-space)	
ITU Region 2		2025000000	2110000000	FIXED	
ITU Region 2		2025000000	2110000000	MOBILE	5.391
ITU Region 2		2025000000	2110000000	SPACE RESEARCH (Earth-to-space)	
ITU Region 2		2110000000	2120000000	-	5.388
ITU Region 2		2110000000	2120000000	FIXED	
ITU Region 2		2110000000	2120000000	MOBILE	5.388A  5.388B
ITU Region 2		2110000000	2120000000	SPACE RESEARCH (deep space)	
ITU Region 2		2120000000	2160000000	-	5.388
ITU Region 2		2120000000	2160000000	FIXED	
ITU Region 2		2120000000	2160000000	MOBILE	5.388A  5.388B
ITU Region 2		2120000000	2160000000	Mobile-satellite (space-to-Earth)	
ITU Region 2		2160000000	2170000000	-	5.388  5.389C  5.389E
ITU Region 2		2160000000	2170000000	FIXED	
ITU Region 2		2160000000	2170000000	MOBILE	
ITU Region 2		2160000000	2170000000	MOBILE-SATELLITE (space-to-Earth)	
ITU Region 2		2170000000	2200000000	-	5.388  5.389A  5.389F
ITU Region 2		2170000000	2200000000	FIXED	
ITU Region 2		2170000000	2200000000	MOBILE	
ITU Region 2		2170000000	2200000000	MOBILE-SATELLITE (space-to-Earth) 	5.351A
ITU Region 2		2200000000	2290000000	-	5.392
ITU Region 2		2200000000	2290000000	SPACE OPERATION (space-to-Earth)	
ITU Region 2		2200000000	2290000000	EARTH EXPLORATION-SATELLITE (space-to-Earth)	
ITU Region 2		2200000000	2290000000	FIXED	
ITU Region 2		2200000000	2290000000	MOBILE	5.391
ITU Region 2		2200000000	2290000000	SPACE RESEARCH (space-to-Earth)	
ITU Region 2		2290000000	2300000000	FIXED	
ITU Region 2		2290000000	2300000000	MOBILE except aeronautical mobile	
ITU Region 2		2290000000	2300000000	SPACE RESEARCH (deep space)	
ITU Region 2		2300000000	2450000000	-	5.150  5.282  5.393  5.394  5.396
ITU Region 2		2300000000	2450000000	FIXED	
ITU Region 2		2300000000	2450000000	MOBILE	5.384A
ITU Region 2		2300000000	2450000000	RADIOLOCATION	
ITU Region 2		2300000000	2450000000	Amateur	
ITU Region 2		2450000000	2483500000	-	5.15
ITU Region 2		2450000000	2483500000	FIXED	
ITU Region 2		2450000000	2483500000	MOBILE	
ITU Region 2		2450000000	2483500000	RADIOLOCATION	
ITU Region 2		2483500000	2500000000	-	5.150  5.402
ITU Region 2		2483500000	2500000000	FIXED	
ITU Region 2		2483500000	2500000000	MOBILE	
ITU Region 2		2483500000	2500000000	MOBILE-SATELLITE (space-to-Earth) 	5.351A
ITU Region 2		2483500000	2500000000	RADIODETERMINATION-SATELLITE (space-to-Earth) 	5.398
ITU Region 2		2483500000	2500000000	RADIOLOCATION	
ITU Region 2		2500000000	2520000000	-	5.404
ITU Region 2		2500000000	2520000000	FIXED	5.41
ITU Region 2		2500000000	2520000000	FIXED-SATELLITE (space-to-Earth) 	5.415
ITU Region 2		2500000000	2520000000	MOBILE except aeronautical mobile	5.384A
ITU Region 2		2520000000	2655000000	-	5.339  5.417C  5.417D  5.418B  5.418C
ITU Region 2		2520000000	2655000000	FIXED	5.41
ITU Region 2		2520000000	2655000000	FIXED-SATELLITE (space-to-Earth) 	5.415
ITU Region 2		2520000000	2655000000	MOBILE except aeronautical mobile	5.384A
ITU Region 2		2520000000	2655000000	BROADCASTING-SATELLITE	5.413  5.416
ITU Region 2		2655000000	2670000000	-	5.149  5.208B
ITU Region 2		2655000000	2670000000	FIXED	5.41
ITU Region 2		2655000000	2670000000	FIXED-SATELLITE (Earth-to-space) 	5.415
ITU Region 2		2655000000	2670000000	MOBILE except aeronautical mobile	5.384A
ITU Region 2		2655000000	2670000000	BROADCASTING-SATELLITE	5.413  5.416
ITU Region 2		2655000000	2670000000	Earth exploration-satellite (passive)	
ITU Region 2		2655000000	2670000000	Radio astronomy	
ITU Region 2		2655000000	2670000000	Space research (passive)	
ITU Region 2		2670000000	2690000000	-	5.149  5.419  5.420
ITU Region 2		2670000000	2690000000	FIXED	
ITU Region 2		2670000000	2690000000	FIXED-SATELLITE (Earth-to-space) 	5.347A  5.415
ITU Region 2		2670000000	2690000000	MOBILE except aeronautical mobile	5.384A
ITU Region 2		2670000000	2690000000	MOBILE-SATELLITE (Earth-to-space) 	5.351A
ITU Region 2		2670000000	2690000000	Earth exploration-satellite (passive)	
ITU Region 2		2670000000	2690000000	Radio astronomy	
ITU Region 2		2670000000	2690000000	Space research (passive)	
ITU Region 2		2690000000	2700000000	-	5.340  5.422
ITU Region 2		2690000000	2700000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 2		2690000000	2700000000	RADIO ASTRONOMY	
ITU Region 2		2690000000	2700000000	SPACE RESEARCH (passive)	
ITU Region 2		2700000000	2900000000	-	5.423  5.424
ITU Region 2		2700000000	2900000000	AERONAUTICAL RADIONAVIGATION	5.337
ITU Region 2		2700000000	2900000000	Radiolocation	
ITU Region 2		2900000000	3100000000	-	5.425  5.427
ITU Region 2		2900000000	3100000000	RADIOLOCATION	5.424A
ITU Region 2		2900000000	3100000000	RADIONAVIGATION	5.426
ITU Region 2		3100000000	3300000000	-	5.149  5.428
ITU Region 2		3100000000	3300000000	RADIOLOCATION	
ITU Region 2		3100000000	3300000000	Earth exploration-satellite (active)	
ITU Region 2		3100000000	3300000000	Space research (active)	
ITU Region 2		3300000000	3400000000	-	5.149  5.430
ITU Region 2		3300000000	3400000000	RADIOLOCATION	
ITU Region 2		3300000000	3400000000	Amateur	
ITU Region 2		3300000000	3400000000	Fixed	
ITU Region 2		3300000000	3400000000	Mobile	
ITU Region 2		3400000000	3500000000	-	5.282
ITU Region 2		3400000000	3500000000	FIXED	
ITU Region 2		3400000000	3500000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 2		3400000000	3500000000	Amateur	
ITU Region 2		3400000000	3500000000	Mobile	5.282
ITU Region 2		3400000000	3500000000	Radiolocation	5.433
ITU Region 2		3500000000	3700000000	FIXED	
ITU Region 2		3500000000	3700000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 2		3500000000	3700000000	MOBILE except aeronautical mobile	
ITU Region 2		3500000000	3700000000	Radiolocation	5.433
ITU Region 2		3700000000	4200000000	FIXED	
ITU Region 2		3700000000	4200000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 2		3700000000	4200000000	MOBILE except aeronautical mobile	
ITU Region 2		4200000000	4400000000	-	5.439  5.440
ITU Region 2		4200000000	4400000000	AERONAUTICAL RADIONAVIGATION	5.438
ITU Region 2		4400000000	4500000000	FIXED	
ITU Region 2		4400000000	4500000000	MOBILE	5.440A
ITU Region 2		4500000000	4800000000	FIXED	
ITU Region 2		4500000000	4800000000	FIXED-SATELLITE (space-to-Earth) 	5.441
ITU Region 2		4500000000	4800000000	MOBILE	5.440A
ITU Region 2		4800000000	4990000000	-	5.149  5.339  5.443
ITU Region 2		4800000000	4990000000	FIXED	
ITU Region 2		4800000000	4990000000	MOBILE	5.440A  5.442
ITU Region 2		4800000000	4990000000	Radio astronomy	
ITU Region 2		4990000000	5000000000	-	5.149
ITU Region 2		4990000000	5000000000	FIXED	
ITU Region 2		4990000000	5000000000	MOBILE except aeronautical mobile	
ITU Region 2		4990000000	5000000000	RADIO ASTRONOMY	
ITU Region 2		4990000000	5000000000	Space research (passive)	
ITU Region 2		5000000000	5010000000	-	5.367
ITU Region 2		5000000000	5010000000	AERONAUTICAL RADIONAVIGATION	
ITU Region 2		5000000000	5010000000	RADIONAVIGATION-SATELLITE (Earth-to-space)	
ITU Region 2		5010000000	5030000000	-	5.367
ITU Region 2		5010000000	5030000000	AERONAUTICAL RADIONAVIGATION	
ITU Region 2		5010000000	5030000000	RADIONAVIGATION-SATELLITE (space-to-Earth) 	5.328B  5.443B
ITU Region 2		5030000000	5091000000	-	5.367  5.444
ITU Region 2		5030000000	5091000000	AERONAUTICAL RADIONAVIGATION	
ITU Region 2		5091000000	5150000000	-	5.367  5.444  5.444A
ITU Region 2		5091000000	5150000000	AERONAUTICAL RADIONAVIGATION	
ITU Region 2		5091000000	5150000000	AERONAUTICAL MOBILE	5.444B
ITU Region 2		5150000000	5250000000	-	5.446  5.446C  5.447  5.447B  5.447C
ITU Region 2		5150000000	5250000000	AERONAUTICAL RADIONAVIGATION	
ITU Region 2		5150000000	5250000000	FIXED-SATELLITE (Earth-to-space) 	5.447A
ITU Region 2		5150000000	5250000000	MOBILE except aeronautical mobile	5.446A  5.446B
ITU Region 2		5250000000	5255000000	-	5.447E  5.448  5.448A
ITU Region 2		5250000000	5255000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 2		5250000000	5255000000	RADIOLOCATION	
ITU Region 2		5250000000	5255000000	SPACE RESEARCH	5.447D
ITU Region 2		5250000000	5255000000	MOBILE except aeronautical mobile	5.446A  5.447F
ITU Region 2		5255000000	5350000000	-	5.447E  5.448  5.448A
ITU Region 2		5255000000	5350000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 2		5255000000	5350000000	RADIOLOCATION	
ITU Region 2		5255000000	5350000000	SPACE RESEARCH (active)	
ITU Region 2		5255000000	5350000000	MOBILE except aeronautical mobile	5.446A  5.447F
ITU Region 2		5350000000	5460000000	EARTH EXPLORATION-SATELLITE (active) 	5.448B
ITU Region 2		5350000000	5460000000	SPACE RESEARCH (active) 	5.448C
ITU Region 2		5350000000	5460000000	AERONAUTICAL RADIONAVIGATION	5.449
ITU Region 2		5350000000	5460000000	RADIOLOCATION	5.448D
ITU Region 2		5460000000	5470000000	-	5.448B
ITU Region 2		5460000000	5470000000	RADIONAVIGATION	5.449
ITU Region 2		5460000000	5470000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 2		5460000000	5470000000	SPACE RESEARCH (active)	
ITU Region 2		5460000000	5470000000	RADIOLOCATION	5.448D
ITU Region 2		5470000000	5570000000	-	5.448B  5.450  5.451
ITU Region 2		5470000000	5570000000	MARITIME RADIONAVIGATION	
ITU Region 2		5470000000	5570000000	MOBILE except aeronautical mobile	5.446A  5.450A
ITU Region 2		5470000000	5570000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 2		5470000000	5570000000	SPACE RESEARCH (active)	
ITU Region 2		5470000000	5570000000	RADIOLOCATION	5.450B
ITU Region 2		5570000000	5650000000	-	5.450  5.451  5.452
ITU Region 2		5570000000	5650000000	MARITIME RADIONAVIGATION	
ITU Region 2		5570000000	5650000000	MOBILE except aeronautical mobile	5.446A  5.450A
ITU Region 2		5570000000	5650000000	RADIOLOCATION	5.450B
ITU Region 2		5650000000	5725000000	-	5.282  5.451  5.453  5.454  5.455
ITU Region 2		5650000000	5725000000	MOBILE except aeronautical mobile	5.446A  5.450A
ITU Region 2		5650000000	5725000000	RADIOLOCATION	
ITU Region 2		5650000000	5725000000	Amateur	
ITU Region 2		5650000000	5725000000	Space research (deep space)	
ITU Region 2		5725000000	5830000000	-	5.150  5.453  5.455
ITU Region 2		5725000000	5830000000	RADIOLOCATION	
ITU Region 2		5725000000	5830000000	Amateur	
ITU Region 2		5830000000	5850000000	-	5.150  5.453  5.455
ITU Region 2		5830000000	5850000000	RADIOLOCATION	
ITU Region 2		5830000000	5850000000	Amateur	
ITU Region 2		5830000000	5850000000	Amateur-satellite (space-to-Earth)	
ITU Region 2		5850000000	5925000000	-	5.15
ITU Region 2		5850000000	5925000000	FIXED	
ITU Region 2		5850000000	5925000000	FIXED-SATELLITE (Earth-to-space)	
ITU Region 2		5850000000	5925000000	MOBILE	
ITU Region 2		5850000000	5925000000	Amateur	
ITU Region 2		5850000000	5925000000	Radiolocation	
ITU Region 2		5925000000	6700000000	-	5.149  5.440  5.458
ITU Region 2		5925000000	6700000000	FIXED	
ITU Region 2		5925000000	6700000000	FIXED-SATELLITE (Earth-to-space) 	5.457A  5.457B
ITU Region 2		5925000000	6700000000	MOBILE	5.457C
ITU Region 2		6700000000	7075000000	-	5.458  5.458A  5.458B  5.458C
ITU Region 2		6700000000	7075000000	FIXED	
ITU Region 2		6700000000	7075000000	FIXED-SATELLITE (Earth-to-space) 	5.441
ITU Region 2		6700000000	7075000000	MOBILE	
ITU Region 2		7075000000	7145000000	-	5.458  5.459
ITU Region 2		7075000000	7145000000	FIXED	
ITU Region 2		7075000000	7145000000	MOBILE	
ITU Region 2		7145000000	7235000000	-	5.458  5.459
ITU Region 2		7145000000	7235000000	FIXED	
ITU Region 2		7145000000	7235000000	MOBILE	
ITU Region 2		7145000000	7235000000	SPACE RESEARCH (Earth-to-space) 	5.46
ITU Region 2		7235000000	7250000000	-	5.458
ITU Region 2		7235000000	7250000000	FIXED	
ITU Region 2		7235000000	7250000000	MOBILE	
